grader_type,sigma,rbf_score,accuracy,spearman
accuracy_60pct,0.3,70.0425251233211,0.7,0.41056050945069733
correlation_70pct,0.3,51.1469049675336,0.51,0.6575153940863738
correlation_60pct,0.3,47.13917312814811,0.47,0.5688805160879811
accuracy_80pct,0.3,84.05025696225988,0.84,0.8779816030402214
accuracy_70pct,0.3,79.04252512309775,0.79,0.7270112680112573
accuracy_60pct,0.3,68.08118432449247,0.68,0.6103197108594739
correlation_70pct,0.3,35.201027850156315,0.35,0.5922734684003168
correlation_60pct,0.3,32.19716193046357,0.32,0.5135005755456692
accuracy_80pct,0.3,84.03092736245597,0.84,0.8112235570963401
accuracy_70pct,0.3,77.03092736267932,0.77,0.540809793040719
accuracy_60pct,0.3,70.06958656429742,0.7,0.6577727541581709
correlation_70pct,0.3,32.212625610574726,0.32,0.6013433067823286
correlation_60pct,0.3,34.18169824945895,0.34,0.43429378462694473
accuracy_80pct,0.3,85.0270614423165,0.85,0.8096998027456596
accuracy_70pct,0.3,75.05412288396289,0.75,0.7356587734166241
accuracy_60pct,0.3,71.06185472379511,0.71,0.6100005874882629
correlation_70pct,0.3,41.17396640918,0.41,0.6338419521205925
correlation_60pct,0.3,33.197161930463565,0.33,0.5609075225632115
accuracy_80pct,0.3,88.0309273615625,0.88,0.8824025698977424
accuracy_70pct,0.3,79.02706144276321,0.79,0.6212305659345212
accuracy_60pct,0.3,64.06572064482803,0.64,0.41974831789983025
correlation_70pct,0.3,42.181698249012214,0.42,0.646384010724557
correlation_60pct,0.3,33.18943009063135,0.33,0.4419209247276045
accuracy_80pct,0.3,87.02706144209313,0.87,0.8305884275995487
accuracy_70pct,0.3,77.05025696292995,0.77,0.6494579847704671
accuracy_60pct,0.3,73.05025696382341,0.73,0.6143599855734111
correlation_70pct,0.3,43.20102784836941,0.43,0.6609182435824603
correlation_60pct,0.3,40.177832328872746,0.4,0.4868339417128701
accuracy_80pct,0.3,85.01546368279152,0.85,0.7428898190923837
accuracy_70pct,0.3,76.05025696404678,0.76,0.7067397563842006
accuracy_60pct,0.3,65.06572064460467,0.65,0.386706918454496
correlation_70pct,0.3,40.18169824923557,0.4,0.6416513648070498
correlation_60pct,0.3,37.18169824945895,0.37,0.40823544602234885
accuracy_80pct,0.3,83.03479328281878,0.83,0.830966330333137
accuracy_70pct,0.3,75.0463910439073,0.75,0.6714520732120155
accuracy_60pct,0.3,69.06572064482803,0.69,0.6201470434947933
correlation_70pct,0.3,47.16623456823096,0.47,0.667632759930917
correlation_60pct,0.3,42.16236864943167,0.42,0.5494119908937244
accuracy_80pct,0.3,84.03092736267932,0.84,0.8205124022906206
accuracy_70pct,0.3,80.02319552329382,0.8,0.747252779350129
accuracy_60pct,0.3,64.07731840546982,0.64,0.5688692474004344
correlation_70pct,0.3,43.16236864898495,0.43,0.6389687608629531
correlation_60pct,0.3,36.19716192934675,0.36,0.5511402228257296
accuracy_80pct,0.3,84.03479328259544,0.84,0.8427636919961555
accuracy_70pct,0.3,79.05412288284609,0.79,0.7851599769484526
accuracy_60pct,0.3,73.03865920362836,0.73,0.5784944285224742
correlation_70pct,0.3,49.16623456778424,0.49,0.7023599221429759
correlation_60pct,0.3,28.208759691105335,0.28,0.5378920800096496
accuracy_80pct,0.3,86.02706144231648,0.86,0.7931484499860519
accuracy_70pct,0.3,79.03865920295829,0.79,0.6645829930436945
accuracy_60pct,0.3,65.06572064482803,0.65,0.44170779641437463
correlation_70pct,0.3,41.1971619284533,0.41,0.5849163397687651
correlation_60pct,0.3,42.1701004885938,0.42,0.44299643544892037
accuracy_80pct,0.3,85.02319552240039,0.85,0.7652054643601116
accuracy_70pct,0.3,76.05025696360006,0.76,0.6831860238657039
accuracy_60pct,0.3,70.08505024418523,0.7,0.6398752379134456
correlation_70pct,0.3,43.193296008313816,0.43,0.6203358635362536
correlation_60pct,0.3,31.204893770519142,0.31,0.4670629753805044
accuracy_80pct,0.3,84.04639104234377,0.84,0.8426957884644822
accuracy_70pct,0.3,75.04252512421456,0.75,0.6544357321621334
accuracy_60pct,0.3,73.05025696404678,0.73,0.5690915335330593
correlation_70pct,0.3,43.17010048904052,0.43,0.6507569282157437
correlation_60pct,0.3,44.15077088923661,0.44,0.5426856131550546
accuracy_80pct,0.3,87.0270614416464,0.87,0.7760099215273509
accuracy_70pct,0.3,77.0541228832928,0.77,0.7193240284684304
accuracy_60pct,0.3,67.06958656452079,0.67,0.5627857524352116
correlation_70pct,0.3,49.150770887673076,0.49,0.582997370374977
correlation_60pct,0.3,30.201027850826392,0.3,0.4104910044694501
accuracy_80pct,0.3,85.03092736178587,0.85,0.808990879157474
accuracy_70pct,0.3,73.05798880365563,0.73,0.657781235129366
accuracy_60pct,0.3,72.05025696382341,0.72,0.6031316427584039
correlation_70pct,0.3,45.173966408286546,0.45,0.6783828098043699
correlation_60pct,0.3,33.181698250575764,0.33,0.46854729790413874
accuracy_80pct,0.3,82.02706144298658,0.82,0.8038688970334329
accuracy_70pct,0.3,80.04252512309775,0.8,0.7569338695162158
accuracy_60pct,0.3,69.0502569644935,0.69,0.5679446666033293
correlation_70pct,0.3,35.20102784993294,0.35,0.5416207478141217
correlation_60pct,0.3,46.146904967533594,0.46,0.5787284779988469
accuracy_80pct,0.3,86.02706144186976,0.86,0.8310443469504235
accuracy_70pct,0.3,76.03092736312604,0.76,0.6051510573616555
accuracy_60pct,0.3,71.06958656429742,0.71,0.6593153891857998
correlation_70pct,0.3,34.193296009877365,0.34,0.4844240033695986
correlation_60pct,0.3,36.204893768732234,0.36,0.5421914736288198
accuracy_80pct,0.3,82.03479328281878,0.82,0.7735916074886381
accuracy_70pct,0.3,77.04639104256712,0.77,0.6096204221938325
accuracy_60pct,0.3,68.05025696404678,0.68,0.442914557672245
correlation_70pct,0.3,40.18556416915169,0.4,0.6191551680976022
correlation_60pct,0.3,25.216491531384285,0.25,0.5427717761681327
accuracy_80pct,0.3,86.03092736200924,0.86,0.8632628530808554
accuracy_70pct,0.3,77.05025696360005,0.77,0.7938147516079479
accuracy_60pct,0.3,72.05025696449351,0.72,0.6220294359703498
correlation_70pct,0.3,40.18169824945895,0.4,0.6572522774858364
correlation_60pct,0.3,33.17396641029681,0.33,0.45781103194114886
accuracy_80pct,0.3,87.03479328170198,0.87,0.8397860235359466
accuracy_70pct,0.3,77.04252512354446,0.77,0.6843681440270756
accuracy_60pct,0.3,67.06958656541424,0.67,0.6047760688619294
correlation_70pct,0.3,52.146904967310235,0.52,0.6567732176361571
correlation_60pct,0.3,38.18169824990568,0.38,0.5704636211504991
accuracy_80pct,0.3,84.04639104234376,0.84,0.8574285094377935
accuracy_70pct,0.3,71.03865920496854,0.71,0.6609686728694784
accuracy_60pct,0.3,73.05025696382341,0.73,0.6106849308667176
correlation_70pct,0.3,46.16623456823096,0.46,0.5912193543782908
correlation_60pct,0.3,36.18943008973789,0.36,0.5192078881079428
accuracy_80pct,0.3,84.02706144186976,0.84,0.7474384031262021
accuracy_70pct,0.3,78.03479328326553,0.78,0.737404789376331
accuracy_60pct,0.3,66.05798880477245,0.66,0.5246974894967382
correlation_70pct,0.3,48.14690496775696,0.48,0.6128750129452372
correlation_60pct,0.3,37.166234570241244,0.37,0.5426680491842163
accuracy_80pct,0.3,86.02319552173029,0.86,0.7978033791768484
accuracy_70pct,0.3,73.0309273633494,0.73,0.5444761398693934
accuracy_60pct,0.3,67.07345248466025,0.67,0.6086563991207723
correlation_70pct,0.3,39.16623456979451,0.39,0.5974008172024317
correlation_60pct,0.3,37.15850272973893,0.37,0.4597408997556008
accuracy_80pct,0.3,80.05412288284606,0.8,0.7695331133208886
accuracy_70pct,0.3,78.04252512309775,0.78,0.638068209323813
accuracy_60pct,0.3,68.06958656474416,0.68,0.49743233815201
correlation_70pct,0.3,46.166234568454335,0.46,0.6136632599069399
correlation_60pct,0.3,42.177832329096105,0.42,0.6173871902894669
accuracy_80pct,0.3,87.02706144186976,0.87,0.826512693690143
accuracy_70pct,0.3,80.03865920295827,0.8,0.7451143094400399
accuracy_60pct,0.3,69.07731840435301,0.69,0.6605741117297086
correlation_70pct,0.3,44.166234568677694,0.44,0.6374320388167324
correlation_60pct,0.3,36.18169824923559,0.36,0.44243546326134675
accuracy_80pct,0.3,83.0425251222043,0.83,0.8053734393749329
accuracy_70pct,0.3,79.03865920362836,0.79,0.752947579425334
accuracy_60pct,0.3,77.06185472312504,0.77,0.7804731908280015
correlation_70pct,0.3,38.185564169375056,0.38,0.5049843489979814
correlation_60pct,0.3,44.15850272884548,0.44,0.6060231902184416
accuracy_80pct,0.3,84.0270614423165,0.84,0.7214629062194862
accuracy_70pct,0.3,77.05412288239935,0.77,0.6406755749875327
accuracy_60pct,0.3,72.07345248332007,0.72,0.644554137892827
correlation_70pct,0.3,47.17010048814707,0.47,0.6774209921154264
correlation_60pct,0.3,46.170100487923705,0.46,0.5945784913661537
accuracy_80pct,0.3,85.04252512175756,0.85,0.8417056515059361
accuracy_70pct,0.3,78.04252512354446,0.78,0.7882416999985078
accuracy_60pct,0.3,71.06185472357174,0.71,0.5928173093515117
correlation_70pct,0.3,37.193296008760555,0.37,0.5551769695580199
correlation_60pct,0.3,40.181698248565496,0.4,0.5636452555006344
accuracy_80pct,0.3,84.03479328259544,0.84,0.850320856535726
accuracy_70pct,0.3,74.05412288418626,0.74,0.7072369451550694
accuracy_60pct,0.3,67.06572064482803,0.67,0.6261697157016256
correlation_70pct,0.3,35.201027849932956,0.35,0.6348696228607644
correlation_60pct,0.3,41.1469049699906,0.41,0.577429634241446
accuracy_80pct,0.3,84.03479328237208,0.84,0.7620811879813273
accuracy_70pct,0.3,76.05025696337668,0.76,0.6969982649612021
accuracy_60pct,0.3,69.0734524844369,0.69,0.6258090214521421
correlation_70pct,0.3,38.17783232998957,0.38,0.5554516206234195
correlation_60pct,0.3,43.177832328426014,0.43,0.5755590104263636
accuracy_80pct,0.3,83.03865920206482,0.83,0.7582393091673856
accuracy_70pct,0.3,77.0425251233211,0.77,0.7471742094165289
accuracy_60pct,0.3,68.08505024485531,0.68,0.7016440862616787
correlation_70pct,0.3,38.177832329766204,0.38,0.6017817044953778
correlation_60pct,0.3,36.17396641052018,0.36,0.5293755232928806
accuracy_80pct,0.3,83.03479328304216,0.83,0.828973337022358
accuracy_70pct,0.3,75.04639104413067,0.75,0.6818210334852931
accuracy_60pct,0.3,71.05412288463299,0.71,0.6727586016817393
correlation_70pct,0.3,35.19716193024021,0.35,0.5821379056324237
correlation_60pct,0.3,30.189430091078066,0.3,0.43924443766507487
accuracy_80pct,0.3,83.03865920295827,0.83,0.8408094587938758
accuracy_70pct,0.3,78.06185472312501,0.78,0.7792211346910737
accuracy_60pct,0.3,71.05798880410237,0.71,0.5991957740398524
correlation_70pct,0.3,31.197161930910287,0.31,0.524616941146534
correlation_60pct,0.3,38.17783232954284,0.38,0.5482219170690387
accuracy_80pct,0.3,85.0270614423165,0.85,0.8241538138894134
accuracy_70pct,0.3,77.04639104346057,0.77,0.7465617772134929
accuracy_60pct,0.3,73.05412288396289,0.73,0.6287853298241782
correlation_70pct,0.3,36.193296009877365,0.36,0.5360504672201075
correlation_60pct,0.3,35.19716193001685,0.35,0.5702720245417109
accuracy_80pct,0.3,83.0309273622326,0.83,0.7558788574719003
accuracy_70pct,0.3,81.03865920318162,0.81,0.7971304866397301
accuracy_60pct,0.3,66.06958656429742,0.66,0.5628061996437098
correlation_70pct,0.3,42.16623456890105,0.42,0.7122914021031926
correlation_60pct,0.3,39.15850272973892,0.39,0.556282767868228
accuracy_80pct,0.3,84.04252512242766,0.84,0.8151118201258672
accuracy_70pct,0.3,79.05025696292996,0.79,0.7671284184976139
accuracy_60pct,0.3,72.06185472401847,0.72,0.6259073866571234
correlation_70pct,0.3,41.1855641691517,0.41,0.5681422723238178
correlation_60pct,0.3,30.189430091078066,0.3,0.4543790978607653
accuracy_80pct,0.3,86.02319552217702,0.86,0.7737783685066593
accuracy_70pct,0.3,76.0425251233211,0.76,0.6251717269734943
accuracy_60pct,0.3,68.09278208401744,0.68,0.6620010013832838
correlation_70pct,0.3,49.1623686474214,0.49,0.6616917518472906
correlation_60pct,0.3,49.15463680781254,0.49,0.6409586949004182
accuracy_80pct,0.3,85.02706144186976,0.85,0.7549151698354224
accuracy_70pct,0.3,80.03479328304216,0.8,0.727245039362559
accuracy_60pct,0.3,68.05798880454908,0.68,0.5086187481913743
correlation_70pct,0.3,40.1894300890678,0.4,0.6350333315215323
correlation_60pct,0.3,33.185564170268506,0.33,0.4355093717668187
accuracy_80pct,0.3,85.0270614423165,0.85,0.7691161617249147
accuracy_70pct,0.3,75.04252512376783,0.75,0.591184342889874
accuracy_60pct,0.3,71.05798880365565,0.71,0.5189370493127762
correlation_70pct,0.3,40.20489376873224,0.4,0.6234561665514943
correlation_60pct,0.3,36.17783232998957,0.36,0.4700781510624592
accuracy_80pct,0.3,87.02706144186976,0.87,0.7766318840215056
accuracy_70pct,0.3,80.03865920318162,0.8,0.7103106311321348
accuracy_60pct,0.3,72.06572064415795,0.72,0.5982527615741697
correlation_70pct,0.3,43.20102784836941,0.43,0.7405590723843389
correlation_60pct,0.3,40.17783232909611,0.4,0.47656701079225205
accuracy_80pct,0.3,82.03479328192535,0.82,0.639149393905346
accuracy_70pct,0.3,79.02706144343331,0.79,0.6590558809038095
accuracy_60pct,0.3,68.04639104591757,0.68,0.617219665945937
correlation_70pct,0.3,38.197161929570115,0.38,0.6461572302617079
correlation_60pct,0.3,36.177832329766204,0.36,0.5089702174230185
accuracy_80pct,0.3,86.02706144209313,0.86,0.8526995151736693
accuracy_70pct,0.3,78.0579888027622,0.78,0.7550893150546124
accuracy_60pct,0.3,69.06572064460467,0.69,0.6638328027658603
correlation_70pct,0.3,37.19716192934675,0.37,0.6765347348693742
correlation_60pct,0.3,47.123709448483666,0.47,0.5477657719113361
accuracy_80pct,0.3,84.02319552217702,0.84,0.8067880908913018
accuracy_70pct,0.3,76.05025696337668,0.76,0.7076237971163111
accuracy_60pct,0.3,70.07345248399017,0.7,0.6030449310059961
correlation_70pct,0.3,42.162368649208304,0.42,0.5615808864042318
correlation_60pct,0.3,34.17783233021292,0.34,0.4818327345766628
accuracy_80pct,0.3,89.03092736178587,0.89,0.8944393931623119
accuracy_70pct,0.3,80.0579888027622,0.8,0.8075178453125528
accuracy_60pct,0.3,69.06572064415795,0.69,0.6374415049643805
correlation_70pct,0.3,48.14303904851094,0.48,0.5994021032126234
correlation_60pct,0.3,43.143039049181034,0.43,0.4869581090297587
accuracy_80pct,0.3,88.02319552195365,0.88,0.8639843652253822
accuracy_70pct,0.3,81.03479328259544,0.81,0.7480150547111921
accuracy_60pct,0.3,68.06958656429741,0.68,0.6024684859203506
correlation_70pct,0.3,44.18943008817435,0.44,0.7242457945741373
correlation_60pct,0.3,41.158502729068836,0.41,0.489257346025682
accuracy_80pct,0.3,85.03479328170198,0.85,0.7905288783677518
accuracy_70pct,0.3,76.05412288351616,0.76,0.6864264066078448
accuracy_60pct,0.3,74.05412288329279,0.74,0.5802049037806178
correlation_70pct,0.3,40.181698249012214,0.4,0.587410244642816
correlation_60pct,0.3,46.17010048814708,0.46,0.6674222410241613
accuracy_80pct,0.3,82.03092736267934,0.82,0.7118945766732496
accuracy_70pct,0.3,73.05025696404678,0.73,0.6276201208766182
accuracy_60pct,0.3,70.05025696494023,0.7,0.5624215244243742
correlation_70pct,0.3,41.16623456934778,0.41,0.542757413861342
correlation_60pct,0.3,42.16623456912443,0.42,0.5677231559681924
accuracy_80pct,0.3,85.0309273622326,0.85,0.81926824564635
accuracy_70pct,0.3,77.03865920385172,0.77,0.675476074168481
accuracy_60pct,0.3,73.05412288329279,0.73,0.5513868728760126
correlation_70pct,0.3,39.204893769178966,0.39,0.6670485446853803
correlation_60pct,0.3,31.173966410520173,0.31,0.34891948433376035
accuracy_80pct,0.3,87.02319552173029,0.87,0.8254925566587051
accuracy_70pct,0.3,76.03865920362837,0.76,0.7108467176527224
accuracy_60pct,0.3,72.0541228832928,0.72,0.5659986471591336
correlation_70pct,0.3,42.17010048859379,0.42,0.6044349175056539
correlation_60pct,0.3,36.197161929793474,0.36,0.6391006569038189
accuracy_80pct,0.3,85.02319552240039,0.85,0.7748680981005432
accuracy_70pct,0.3,75.05025696360005,0.75,0.6644403261118961
accuracy_60pct,0.3,73.05412288440962,0.73,0.6943736896265892
correlation_70pct,0.3,33.22422337009969,0.33,0.6288843910046218
correlation_60pct,0.3,42.166234568901054,0.42,0.5669450966472025
accuracy_80pct,0.3,85.02706144186976,0.85,0.7878301144079911
accuracy_70pct,0.3,81.02706144276321,0.81,0.7182624743339621
accuracy_60pct,0.3,65.06572064460467,0.65,0.4877856103166489
correlation_70pct,0.3,47.1816982478954,0.47,0.720482818126907
correlation_60pct,0.3,39.15850272906883,0.39,0.4098066200599803
accuracy_80pct,0.3,82.03479328237208,0.82,0.7223270491561566
accuracy_70pct,0.3,75.05412288373952,0.75,0.7124147921035402
accuracy_60pct,0.3,71.06185472401847,0.71,0.6516675028695292
correlation_70pct,0.3,36.220357449290134,0.36,0.6316382978902286
correlation_60pct,0.3,35.19329601010074,0.35,0.5259003319463037
accuracy_80pct,0.3,84.02706144186976,0.84,0.7686511166175092
accuracy_70pct,0.3,79.04252512265103,0.79,0.7453026736907356
accuracy_60pct,0.3,64.05798880499582,0.64,0.49015369903292483
correlation_70pct,0.3,34.19716193001684,0.34,0.5800260789302465
correlation_60pct,0.3,40.14303904940439,0.4,0.4790017583619749
accuracy_80pct,0.3,83.02706144253986,0.83,0.7330103768911662
accuracy_70pct,0.3,74.04639104323721,0.74,0.5501919313825829
accuracy_60pct,0.3,73.06958656385069,0.73,0.7273554279765515
correlation_70pct,0.3,49.154636807812544,0.49,0.6383049172692523
correlation_60pct,0.3,32.201027850603026,0.32,0.564896881427215
accuracy_80pct,0.3,85.01932960226091,0.85,0.759409575503384
accuracy_70pct,0.3,76.05412288351616,0.76,0.6616130534817408
accuracy_60pct,0.3,67.09664800505035,0.67,0.6914344607270616
correlation_70pct,0.3,37.21649152915066,0.37,0.5587774253446035
correlation_60pct,0.3,38.158502729962294,0.38,0.5066700571982531
accuracy_80pct,0.3,86.03092736200924,0.86,0.8247610673802955
accuracy_70pct,0.3,75.0463910427905,0.75,0.6093897912559423
accuracy_60pct,0.3,65.06185472535864,0.65,0.5083411367602118
correlation_70pct,0.3,44.17010048814707,0.44,0.5858552315603827
correlation_60pct,0.3,31.201027850603033,0.31,0.5555190034845935
accuracy_80pct,0.3,84.03092736200924,0.84,0.7805854550874235
accuracy_70pct,0.3,78.04639104346057,0.78,0.7653215147423617
accuracy_60pct,0.3,74.05025696315332,0.74,0.676441900734151
correlation_70pct,0.3,42.16623456912442,0.42,0.6247283986507519
correlation_60pct,0.3,42.17010048814707,0.42,0.5848787842502658
accuracy_80pct,0.3,83.03092736267932,0.83,0.811165816349305
accuracy_70pct,0.3,74.05025696404678,0.74,0.7582626785340847
accuracy_60pct,0.3,68.05412288351617,0.68,0.5444478231265494
correlation_70pct,0.3,35.20102785015631,0.35,0.6688020552897466
correlation_60pct,0.3,38.19716192934675,0.38,0.6104913034983305
accuracy_80pct,0.3,84.0270614423165,0.84,0.7622949822803127
accuracy_70pct,0.3,76.03865920407509,0.76,0.7047640337014583
accuracy_60pct,0.3,66.06572064438132,0.66,0.4846803569374656
correlation_70pct,0.3,37.1894300897379,0.37,0.635916090172785
correlation_60pct,0.3,34.17010049060407,0.34,0.4127541807288051
accuracy_80pct,0.3,81.04252512242766,0.81,0.750788564906999
accuracy_70pct,0.3,75.0425251239912,0.75,0.7235633547201842
accuracy_60pct,0.3,71.05025696449351,0.71,0.6519781748342443
correlation_70pct,0.3,51.1469049675336,0.51,0.7088051646133119
correlation_60pct,0.3,35.170100490157346,0.35,0.5264155048708955
accuracy_80pct,0.3,86.0309273615625,0.86,0.7937489043776901
accuracy_70pct,0.3,79.04252512242765,0.79,0.6431529942482309
accuracy_60pct,0.3,72.05025696382341,0.72,0.5295227459534624
correlation_70pct,0.3,44.15850272884548,0.44,0.6031025393200597
correlation_60pct,0.3,34.19716193046357,0.34,0.5595990439205463
accuracy_80pct,0.3,85.0231955228471,0.85,0.8352956150496711
accuracy_70pct,0.3,77.04252512354446,0.77,0.6542370847860063
accuracy_60pct,0.3,70.06185472424183,0.7,0.5907805212327665
correlation_70pct,0.3,40.17783232931948,0.4,0.6292606243657004
correlation_60pct,0.3,35.18556416982179,0.35,0.5311026227686434
accuracy_80pct,0.3,85.0309273615625,0.85,0.8057241988601325
