grader_type,sigma,rbf_score,accuracy,spearman
accuracy_70pct,1.5,87.45703857833902,0.76,0.571500482320614
accuracy_60pct,1.5,87.22934236806094,0.76,0.5056452093468413
correlation_70pct,1.5,86.13171893998742,0.48,0.6870278615078232
correlation_60pct,1.5,84.07147864072489,0.41,0.6031846086971995
accuracy_80pct,1.5,92.32483785401013,0.81,0.8192843229020401
accuracy_70pct,1.5,88.09400708482433,0.77,0.6663607122292701
accuracy_60pct,1.5,86.49990630815878,0.69,0.5982720719969522
correlation_70pct,1.5,84.74578084216185,0.43,0.7281966938438911
correlation_60pct,1.5,74.61009457360417,0.27,0.45632907079777807
accuracy_80pct,1.5,93.81572397521799,0.84,0.8160745094189662
accuracy_70pct,1.5,89.99064230654679,0.76,0.7452643758953369
accuracy_60pct,1.5,84.30443735203502,0.68,0.5428174754987595
correlation_70pct,1.5,84.47890391664804,0.45,0.6774935343691985
correlation_60pct,1.5,79.6610071970392,0.42,0.49177560201306486
accuracy_80pct,1.5,93.07380744535041,0.85,0.782503333329691
accuracy_70pct,1.5,91.7110716583168,0.76,0.8185629736520931
accuracy_60pct,1.5,83.32592453013257,0.67,0.42589074411061606
correlation_70pct,1.5,82.79765528011374,0.43,0.6767793274970877
correlation_60pct,1.5,83.0342515721486,0.45,0.6531887308715357
accuracy_80pct,1.5,92.39242692122647,0.83,0.7518613241238453
accuracy_70pct,1.5,91.17549604821942,0.78,0.7239614662419321
accuracy_60pct,1.5,85.93237388917389,0.67,0.5505453710512147
correlation_70pct,1.5,83.74056777498913,0.36,0.6887780008313773
correlation_60pct,1.5,81.16437378821249,0.37,0.4988791481253628
accuracy_80pct,1.5,93.92249375767007,0.84,0.8373324835097293
accuracy_70pct,1.5,88.75415264088731,0.79,0.6319427643910301
accuracy_60pct,1.5,85.3132308074164,0.65,0.5322735425169675
correlation_70pct,1.5,83.03242981307882,0.43,0.591794129367027
correlation_60pct,1.5,83.67295344655852,0.39,0.616728778608358
accuracy_80pct,1.5,95.76567129633587,0.86,0.8762594214196494
accuracy_70pct,1.5,91.25383221747657,0.79,0.7359379322312957
accuracy_60pct,1.5,86.95188918538183,0.68,0.6574941638154754
correlation_70pct,1.5,83.68185352831527,0.41,0.6200271271893744
correlation_60pct,1.5,77.74134050940027,0.36,0.3763343123404574
accuracy_80pct,1.5,95.2692764014742,0.86,0.8700946718801068
accuracy_70pct,1.5,87.96943713885874,0.73,0.6269465323108203
accuracy_60pct,1.5,85.6281632687084,0.68,0.6059629366503262
correlation_70pct,1.5,83.33672882468947,0.51,0.6397346273481958
correlation_60pct,1.5,81.59317961585784,0.35,0.6331444276929769
accuracy_80pct,1.5,92.66820392849705,0.83,0.7787079041220605
accuracy_70pct,1.5,90.54924938256066,0.81,0.7135072358421674
accuracy_60pct,1.5,84.36849655347123,0.7,0.49903100196544714
correlation_70pct,1.5,83.6996536918288,0.45,0.5952615817122906
correlation_60pct,1.5,77.9317030247267,0.35,0.4159201086718549
accuracy_80pct,1.5,93.26599171974661,0.86,0.8279932314591993
accuracy_70pct,1.5,92.52227869202355,0.8,0.7834243000217824
accuracy_60pct,1.5,86.31136555190213,0.72,0.6214547727172005
correlation_70pct,1.5,80.55768591520615,0.32,0.5715918060332708
correlation_60pct,1.5,80.10396967005852,0.4,0.5131588126052777
accuracy_80pct,1.5,92.76069674312818,0.84,0.7869728114103776
accuracy_70pct,1.5,88.8359236146919,0.76,0.7067571672667928
accuracy_60pct,1.5,87.11904938991627,0.71,0.6122264981331177
correlation_70pct,1.5,82.5129781910864,0.41,0.6382160939607584
correlation_60pct,1.5,75.0940342597147,0.3,0.5085549677330693
accuracy_80pct,1.5,94.52028154891963,0.87,0.8559484457520111
accuracy_70pct,1.5,91.28934415335844,0.78,0.712772475724928
accuracy_60pct,1.5,86.76860499274238,0.69,0.623851915555891
correlation_70pct,1.5,83.0342515721486,0.45,0.5828945207367175
correlation_60pct,1.5,80.66090057066383,0.37,0.4925344853075892
accuracy_80pct,1.5,93.21975794303819,0.83,0.7868199451017759
accuracy_70pct,1.5,90.78587093580978,0.78,0.7182647316691126
accuracy_60pct,1.5,87.32721206875624,0.74,0.5086831384931852
correlation_70pct,1.5,86.1406190217442,0.5,0.6710068385308364
correlation_60pct,1.5,81.65721355607978,0.42,0.4823214634318049
accuracy_80pct,1.5,91.80353921173366,0.82,0.7752950750026525
accuracy_70pct,1.5,92.0401607649828,0.79,0.720099620058313
accuracy_60pct,1.5,86.29356538838861,0.68,0.511904887991693
correlation_70pct,1.5,87.49095679254272,0.47,0.7292861485389796
correlation_60pct,1.5,80.04531261590073,0.3,0.48575372403813316
accuracy_80pct,1.5,94.08442265980159,0.84,0.8351822811958777
accuracy_70pct,1.5,91.09898163803203,0.79,0.7083984840975376
accuracy_60pct,1.5,88.13674292705443,0.7,0.6176043300398522
correlation_70pct,1.5,83.61423919988465,0.44,0.6354478033979679
correlation_60pct,1.5,82.5894926012738,0.4,0.6044011401514479
accuracy_80pct,1.5,95.84218570652325,0.85,0.866764791493657
accuracy_70pct,1.5,88.7896645767692,0.78,0.5764093432264844
accuracy_60pct,1.5,88.25949111395025,0.72,0.6237497244370641
correlation_70pct,1.5,86.30428129180032,0.43,0.6412206208975483
correlation_60pct,1.5,81.05052568307346,0.37,0.46210465405490364
accuracy_80pct,1.5,93.664516913913,0.88,0.8101280208940607
accuracy_70pct,1.5,92.14693054743486,0.79,0.7717074789301356
accuracy_60pct,1.5,86.63510970380574,0.68,0.5868174680007586
correlation_70pct,1.5,79.94926467427521,0.34,0.5800076803125626
correlation_60pct,1.5,77.8303101283388,0.32,0.4560603626699121
accuracy_80pct,1.5,91.26088527894927,0.84,0.6846149178989516
accuracy_70pct,1.5,90.01017583798493,0.73,0.6923520083240766
accuracy_60pct,1.5,86.96786758982557,0.7,0.6415549687017448
correlation_70pct,1.5,82.89370322173929,0.39,0.5789343879941082
correlation_60pct,1.5,77.68976177792948,0.26,0.5121503228529244
accuracy_80pct,1.5,92.86746652558023,0.84,0.7959131166454333
accuracy_70pct,1.5,91.9636463547954,0.8,0.7777919562485924
accuracy_60pct,1.5,87.3504143795482,0.7,0.7029112367750333
correlation_70pct,1.5,85.83814176920333,0.44,0.7066005321384433
correlation_60pct,1.5,75.99961305963842,0.22,0.5002688751906534
accuracy_80pct,1.5,93.64671675039949,0.84,0.8177007952131611
accuracy_70pct,1.5,91.32667784831011,0.79,0.6897843157711193
accuracy_60pct,1.5,88.84130050075606,0.73,0.6659755609135776
correlation_70pct,1.5,83.10186590057923,0.42,0.6534826776704801
correlation_60pct,1.5,81.23198811664312,0.34,0.5914672688085174
accuracy_80pct,1.5,91.8889537036778,0.83,0.7483989192421225
accuracy_70pct,1.5,85.7579897782912,0.7,0.5218972919811107
accuracy_60pct,1.5,87.53187681311788,0.67,0.6630279211045744
correlation_70pct,1.5,83.69075361007204,0.43,0.6267484694201858
correlation_60pct,1.5,79.59523988889264,0.42,0.5257158428576919
accuracy_80pct,1.5,94.58789587735026,0.84,0.8654021095760198
accuracy_70pct,1.5,88.4676537927902,0.75,0.6463452763825711
accuracy_60pct,1.5,87.38592631543008,0.69,0.6203492339444062
correlation_70pct,1.5,84.3383555662387,0.39,0.6234860711201518
correlation_60pct,1.5,82.52361164076778,0.36,0.5830514634340802
accuracy_80pct,1.5,91.73592488330303,0.85,0.7474059793214222
accuracy_70pct,1.5,90.82320463076144,0.79,0.7065909799358205
accuracy_60pct,1.5,83.03061399142386,0.7,0.5437749099432254
correlation_70pct,1.5,81.49528465394826,0.42,0.6001780462263749
correlation_60pct,1.5,76.19529526851295,0.33,0.46758822628081986
accuracy_80pct,1.5,93.25709163798984,0.84,0.842104303499163
accuracy_70pct,1.5,90.42650119566484,0.79,0.7265837831656453
accuracy_60pct,1.5,84.47344457685352,0.68,0.5508498290697942
correlation_70pct,1.5,86.4359295604529,0.47,0.7369113857909738
correlation_60pct,1.5,80.01687900270582,0.31,0.587253894466272
accuracy_80pct,1.5,92.56325590511477,0.85,0.769762350173059
accuracy_70pct,1.5,91.13108403058075,0.77,0.7466342757871178
accuracy_60pct,1.5,88.41434169339479,0.72,0.6485831238251112
correlation_70pct,1.5,83.94873045382909,0.39,0.6341866472727492
correlation_60pct,1.5,79.2162482261644,0.37,0.465097403595602
accuracy_80pct,1.5,94.49002617665495,0.86,0.8137261387699655
accuracy_70pct,1.5,91.74840535326848,0.77,0.7618901142199531
accuracy_60pct,1.5,90.59906354747775,0.74,0.7453250051468916
correlation_70pct,1.5,84.77248108743214,0.49,0.6934522241199471
correlation_60pct,1.5,82.02013842321911,0.36,0.5803526073261744
accuracy_80pct,1.5,92.69126065562777,0.85,0.7331849916399116
accuracy_70pct,1.5,90.87484055474832,0.74,0.7369779377011595
accuracy_60pct,1.5,85.70649943796559,0.69,0.604957496057279
correlation_70pct,1.5,84.7155002086829,0.47,0.6620663848176837
correlation_60pct,1.5,78.351583509401,0.36,0.5533607442850342
accuracy_80pct,1.5,93.84597934748267,0.85,0.822858947993134
accuracy_70pct,1.5,88.30754664972845,0.77,0.6776149425497162
accuracy_60pct,1.5,86.22595105995799,0.71,0.5922781029618319
correlation_70pct,1.5,83.96653061734261,0.43,0.6759347358460053
correlation_60pct,1.5,78.30534973269258,0.33,0.4806648866110941
accuracy_80pct,1.5,93.42609886280837,0.84,0.7837288482920614
accuracy_70pct,1.5,87.51939634315245,0.75,0.5878705073185084
accuracy_60pct,1.5,85.05525396365934,0.69,0.5300683965757991
correlation_70pct,1.5,85.26705422322405,0.47,0.6721018529151613
correlation_60pct,1.5,85.86484201447362,0.5,0.6737901246798257
accuracy_80pct,1.5,93.34250612993401,0.85,0.7848924369209079
accuracy_70pct,1.5,88.48363219723396,0.77,0.6439921821856838
accuracy_60pct,1.5,85.35946458412482,0.68,0.5103828964748026
correlation_70pct,1.5,84.5376181633219,0.4,0.6900833186744937
correlation_60pct,1.5,75.94979889472133,0.29,0.40057867208703013
accuracy_80pct,1.5,92.6841823329408,0.85,0.7883640826598582
accuracy_70pct,1.5,86.547961843937,0.74,0.6141925619152409
accuracy_60pct,1.5,84.97166123078497,0.7,0.5489113387238408
correlation_70pct,1.5,81.93116880428059,0.4,0.593499481751014
correlation_60pct,1.5,80.44210444214251,0.39,0.5793584597993083
accuracy_80pct,1.5,93.45805567169586,0.88,0.7360989427711669
accuracy_70pct,1.5,86.7169690687555,0.74,0.5554944257602911
accuracy_60pct,1.5,85.2385381562988,0.68,0.5338077051046342
correlation_70pct,1.5,83.19618047428014,0.45,0.6043057344620243
correlation_60pct,1.5,78.77148925528958,0.32,0.5115949372192853
accuracy_80pct,1.5,95.27817648323095,0.88,0.8646305588287629
accuracy_70pct,1.5,89.60991727589393,0.78,0.7237568829959286
accuracy_60pct,1.5,84.69588422351441,0.7,0.5438244617856988
correlation_70pct,1.5,82.89370322173926,0.39,0.630504272851367
correlation_60pct,1.5,81.83867598964946,0.39,0.6016095110299159
accuracy_80pct,1.5,94.38863328026706,0.83,0.8256312069124131
accuracy_70pct,1.5,90.8837406365051,0.76,0.7543683540397156
accuracy_60pct,1.5,88.32892720145065,0.71,0.6870095108070403
correlation_70pct,1.5,84.46642344668261,0.53,0.5948919910852474
correlation_60pct,1.5,83.04315165390535,0.47,0.5704024683953347
accuracy_80pct,1.5,93.90113846716214,0.85,0.8046966429326577
accuracy_70pct,1.5,91.84271992696938,0.8,0.7603115056420957
accuracy_60pct,1.5,85.37374155194576,0.67,0.545602061632134
correlation_70pct,1.5,88.48726977795869,0.52,0.709663535878955
correlation_60pct,1.5,83.56618366410645,0.39,0.6312415917396732
accuracy_80pct,1.5,91.2235515839976,0.83,0.7370413002487696
accuracy_70pct,1.5,90.23613868033841,0.8,0.706494568417902
accuracy_60pct,1.5,86.28466530663187,0.66,0.5964554012161124
correlation_70pct,1.5,85.43961657503695,0.42,0.7005740073842652
correlation_60pct,1.5,79.89945050935813,0.41,0.5404125690542738
accuracy_80pct,1.5,92.74471833868444,0.82,0.7834749015940803
accuracy_70pct,1.5,89.74329891247112,0.75,0.6451062110086501
accuracy_60pct,1.5,86.86647469343768,0.67,0.6190727233872189
correlation_70pct,1.5,83.59643903637112,0.4,0.5932961541198482
correlation_60pct,1.5,80.87796333126055,0.42,0.5553266737077082
accuracy_80pct,1.5,95.77274961902285,0.86,0.8668953145753028
accuracy_70pct,1.5,92.6308702335454,0.82,0.809753573423052
accuracy_60pct,1.5,85.903940275979,0.68,0.5544138421824625
correlation_70pct,1.5,86.31318137355709,0.45,0.7057190456948432
correlation_60pct,1.5,81.70702772099688,0.35,0.565570849600742
accuracy_80pct,1.5,92.49381981761437,0.86,0.7528693199143005
accuracy_70pct,1.5,89.26825930811736,0.74,0.7025938444977614
accuracy_60pct,1.5,85.6601200775959,0.72,0.5213390179701639
correlation_70pct,1.5,80.19476104806682,0.38,0.5909010612514475
correlation_60pct,1.5,79.32119624954667,0.35,0.45901422843188344
accuracy_80pct,1.5,94.43486705697548,0.86,0.8423281948569185
accuracy_70pct,1.5,88.64556109936548,0.77,0.6262933726777657
accuracy_60pct,1.5,89.30744002335308,0.72,0.6776185142645075
correlation_70pct,1.5,83.69965369182879,0.45,0.5946446361216953
correlation_60pct,1.5,81.21953290789196,0.37,0.5823811638078755
accuracy_80pct,1.5,92.49381981761435,0.86,0.7970594800102662
accuracy_70pct,1.5,91.48152842775465,0.79,0.8087111066469403
accuracy_60pct,1.5,84.25294701170938,0.67,0.6278665869499209
correlation_70pct,1.5,82.36352975892032,0.33,0.7065661323754913
correlation_60pct,1.5,76.52620613424871,0.38,0.4753909681720013
accuracy_80pct,1.5,91.9654681138652,0.82,0.7768846276405439
accuracy_70pct,1.5,91.56512116062902,0.78,0.7526719762798164
accuracy_60pct,1.5,85.73845624685308,0.73,0.5727089293837859
correlation_70pct,1.5,84.1657932144258,0.44,0.6981391962129009
correlation_60pct,1.5,81.52556528742721,0.38,0.5359454340118784
accuracy_80pct,1.5,92.46894133141386,0.82,0.7768493774996574
accuracy_70pct,1.5,91.5669429196988,0.8,0.7775899639766666
accuracy_60pct,1.5,82.9273993359662,0.65,0.47773189842665936
correlation_70pct,1.5,79.18599285389972,0.36,0.4744498201392352
correlation_60pct,1.5,78.72875341305947,0.39,0.4595116138405761
accuracy_80pct,1.5,92.43868595914917,0.81,0.7781935281480471
accuracy_70pct,1.5,90.42650119566486,0.79,0.7306766929740112
accuracy_60pct,1.5,85.82742586579161,0.69,0.5961366257699526
correlation_70pct,1.5,84.12661249919009,0.46,0.6661144856196182
correlation_60pct,1.5,80.89576349477409,0.46,0.5800989479054879
accuracy_80pct,1.5,93.93139383942682,0.86,0.8086102320187786
accuracy_70pct,1.5,91.13816235326775,0.77,0.7478489545047591
accuracy_60pct,1.5,88.83947874168629,0.71,0.6317640183872227
correlation_70pct,1.5,81.04162560131668,0.35,0.5694200341942965
correlation_60pct,1.5,78.52949081597629,0.38,0.45265210580312515
accuracy_80pct,1.5,93.41012045836462,0.82,0.831355146013188
accuracy_70pct,1.5,90.70045644386563,0.77,0.7340230874836384
accuracy_60pct,1.5,84.53398058259717,0.65,0.542962176859815
correlation_70pct,1.5,79.283862554595,0.34,0.5306060786494939
correlation_60pct,1.5,76.18639518675619,0.31,0.40946074874908645
accuracy_80pct,1.5,93.34250612993401,0.85,0.8270713878346314
accuracy_70pct,1.5,89.15085607598392,0.79,0.7173149641061128
accuracy_60pct,1.5,87.26499988760406,0.69,0.7017945946653755
correlation_70pct,1.5,78.94047121889382,0.37,0.6016680397010161
correlation_60pct,1.5,77.99223903047034,0.32,0.5439921510204936
accuracy_80pct,1.5,92.94398093576763,0.83,0.7919432500926531
accuracy_70pct,1.5,89.20416817537932,0.82,0.6011923931503836
accuracy_60pct,1.5,85.3897199563895,0.69,0.563046560980562
correlation_70pct,1.5,84.46110375313452,0.41,0.6483182593582028
correlation_60pct,1.5,80.66980065242058,0.39,0.5381214977195339
accuracy_80pct,1.5,94.71954414600282,0.88,0.8549375705669884
accuracy_70pct,1.5,92.46894133141384,0.82,0.8029718611027068
accuracy_60pct,1.5,88.15272133149817,0.72,0.6855286337665684
correlation_70pct,1.5,82.22830110205908,0.39,0.5961297818974753
correlation_60pct,1.5,80.48833821885093,0.42,0.5578663930510659
accuracy_80pct,1.5,94.9953211532734,0.88,0.8786884147303358
accuracy_70pct,1.5,88.18479846283265,0.75,0.6519871885748828
accuracy_60pct,1.5,83.04306920017503,0.67,0.47432836515878146
correlation_70pct,1.5,85.54283123049461,0.47,0.7647456576807283
correlation_60pct,1.5,79.89055042760134,0.39,0.5799512262846185
accuracy_80pct,1.5,91.62915510085097,0.85,0.7740919790659762
accuracy_70pct,1.5,90.61686371099128,0.78,0.7842031356067608
accuracy_60pct,1.5,86.1796920220353,0.73,0.6835899022342263
correlation_70pct,1.5,84.76358100567538,0.47,0.725557003798735
correlation_60pct,1.5,74.11552143781228,0.29,0.43981760068069675
accuracy_80pct,1.5,93.73213124234363,0.85,0.8341125101256731
accuracy_70pct,1.5,90.10449041168584,0.76,0.7132334443278702
accuracy_60pct,1.5,85.97337636347939,0.67,0.6243817318592748
correlation_70pct,1.5,83.49149101298885,0.42,0.5723864263326448
correlation_60pct,1.5,82.5129781910864,0.41,0.6150299804513654
accuracy_80pct,1.5,92.88344493002398,0.86,0.7957440181125398
accuracy_70pct,1.5,89.75927731691486,0.77,0.6872191368929408
accuracy_60pct,1.5,86.50172806722856,0.71,0.6184880871321814
correlation_70pct,1.5,84.19422682762071,0.43,0.6285641706570317
correlation_60pct,1.5,81.33520277210079,0.39,0.5647209088394746
accuracy_80pct,1.5,93.26599171974662,0.86,0.8118573484042197
accuracy_70pct,1.5,90.64714434447022,0.74,0.7204237272310483
accuracy_60pct,1.5,88.55832484835155,0.74,0.5865817651247149
correlation_70pct,1.5,83.63203936339818,0.48,0.5311427623310877
correlation_60pct,1.5,80.75339338529496,0.38,0.5734460379402497
accuracy_80pct,1.5,94.0079082496142,0.85,0.8371340706280543
accuracy_70pct,1.5,90.73071181613031,0.78,0.7463901323543966
accuracy_60pct,1.5,85.99643309061011,0.69,0.5536127864446847
correlation_70pct,1.5,84.18532674586395,0.41,0.6813369151156513
correlation_60pct,1.5,81.39391701877464,0.34,0.5469412728414808
accuracy_80pct,1.5,94.29784190225874,0.85,0.8281582211549883
accuracy_70pct,1.5,91.84271992696938,0.8,0.8120782193062515
accuracy_60pct,1.5,88.73270895923422,0.71,0.6855377074914917
correlation_70pct,1.5,84.0981788859952,0.47,0.6458576059714872
correlation_60pct,1.5,78.02957272542201,0.33,0.4803369884144933
accuracy_80pct,1.5,93.82462405697474,0.86,0.8216778504946474
accuracy_70pct,1.5,90.86946366868415,0.77,0.7149523991080721
accuracy_60pct,1.5,86.62973281774158,0.71,0.5591261956785343
correlation_70pct,1.5,83.81350179696784,0.45,0.5940911841229255
correlation_60pct,1.5,79.66285421732326,0.39,0.48398747535160175
accuracy_80pct,1.5,93.19655563224623,0.87,0.8019252349407157
accuracy_70pct,1.5,90.73961189788709,0.8,0.7705360648697457
accuracy_60pct,1.5,84.20656765133971,0.7,0.5234838156493727
correlation_70pct,1.5,82.22830110205908,0.39,0.6649868608019449
correlation_60pct,1.5,79.36745528746937,0.33,0.5840484174455168
accuracy_80pct,1.5,93.33360604817724,0.83,0.7832210191843498
accuracy_70pct,1.5,89.2558040993662,0.77,0.6095235992454764
accuracy_60pct,1.5,88.68829694159558,0.7,0.6380923767686143
correlation_70pct,1.5,83.56800542317622,0.41,0.5827771649079091
correlation_60pct,1.5,81.92409048159361,0.4,0.4764079773311288
accuracy_80pct,1.5,93.10590983789915,0.83,0.8253346260444239
accuracy_70pct,1.5,91.63455724812943,0.77,0.7883216982045439
accuracy_60pct,1.5,85.07831069079009,0.71,0.5097417585136039
correlation_70pct,1.5,83.60533911812789,0.42,0.6313853347011363
correlation_60pct,1.5,77.85701037360911,0.38,0.5477114887859169
accuracy_80pct,1.5,91.22172982492783,0.81,0.7411942471088386
accuracy_70pct,1.5,88.20077686727639,0.77,0.5941621219354654
accuracy_60pct,1.5,88.87865945692201,0.69,0.6847144495197882
correlation_70pct,1.5,82.58059251951703,0.38,0.6104854454265287
correlation_60pct,1.5,79.50982539694849,0.41,0.5405375572782319
accuracy_80pct,1.5,94.07552257804483,0.82,0.8625125818937797
accuracy_70pct,1.5,89.95146159131107,0.78,0.7051030566980864
accuracy_60pct,1.5,88.94269339714396,0.76,0.685337083606455
correlation_70pct,1.5,81.4312507137263,0.35,0.5798704779755374
correlation_60pct,1.5,77.28765619555442,0.34,0.4632644974584979
accuracy_80pct,1.5,93.32470596642048,0.81,0.8266266818964901
accuracy_70pct,1.5,92.53655565984448,0.79,0.7883186224523164
accuracy_60pct,1.5,85.64231991408239,0.68,0.5319783722304393
correlation_70pct,1.5,82.87590305822573,0.35,0.6190713239619683
correlation_60pct,1.5,79.36927704653915,0.35,0.5839526938164643
accuracy_80pct,1.5,92.47784141317061,0.84,0.7983917681275257
accuracy_70pct,1.5,88.01749267463694,0.78,0.6652271407611016
accuracy_60pct,1.5,83.99132664981278,0.67,0.48389523534635204
correlation_70pct,1.5,79.77843569038691,0.32,0.5609515515526182
correlation_60pct,1.5,77.41040438245022,0.36,0.41116993877564834
accuracy_80pct,1.5,94.12175635475324,0.85,0.8647574326957332
accuracy_70pct,1.5,91.32852486859417,0.76,0.7738823500231803
accuracy_60pct,1.5,88.22033565992879,0.69,0.6912846207527038
correlation_70pct,1.5,82.35994937071165,0.43,0.6187143879114843
correlation_60pct,1.5,78.15590130052648,0.25,0.5376955439742693
accuracy_80pct,1.5,90.36766662654401,0.85,0.6860156499944104
accuracy_70pct,1.5,88.65971774473945,0.77,0.6737689349837952
accuracy_60pct,1.5,82.92739933596619,0.65,0.5551480320666041
correlation_70pct,1.5,79.29276263635177,0.36,0.5676144004048013
correlation_60pct,1.5,80.10579142912829,0.42,0.5488044574734894
accuracy_80pct,1.5,93.68589746563521,0.82,0.8629673224021934
accuracy_70pct,1.5,87.07631354768617,0.78,0.5754617146786548
accuracy_60pct,1.5,86.47855101765087,0.7,0.6315275515803735
correlation_70pct,1.5,78.84800366547697,0.31,0.5629234855345671
correlation_60pct,1.5,76.5065842116654,0.32,0.46271256451512127
accuracy_80pct,1.5,93.80682389346123,0.82,0.8038864595074162
accuracy_70pct,1.5,87.44996025565204,0.76,0.5587998217634564
accuracy_60pct,1.5,89.30744002335308,0.72,0.6857509598116132
correlation_70pct,1.5,82.1482315648773,0.45,0.5572826222713244
correlation_60pct,1.5,79.76953560863015,0.3,0.43980963779542614
accuracy_80pct,1.5,92.95288101752439,0.85,0.7762862185185443
accuracy_70pct,1.5,92.1380304656781,0.77,0.7526971469356344
accuracy_60pct,1.5,84.93788266282772,0.64,0.5016062904734243
correlation_70pct,1.5,86.51244397064029,0.46,0.6209183305571807
correlation_60pct,1.5,83.30112849766242,0.43,0.5741736461945369
accuracy_80pct,1.5,92.66820392849705,0.83,0.8309444939211653
accuracy_70pct,1.5,86.44119206148494,0.74,0.6260099485944367
accuracy_60pct,1.5,86.2953871474584,0.7,0.6750550463735073
correlation_70pct,1.5,80.33888978668483,0.34,0.5438212803363619
correlation_60pct,1.5,79.29276263635177,0.36,0.5157585878390945
accuracy_80pct,1.5,94.18937068318387,0.82,0.8559764299801316
accuracy_70pct,1.5,89.20249199997079,0.74,0.7005442902170648
accuracy_60pct,1.5,85.50541508181261,0.66,0.6104439081405911
correlation_70pct,1.5,83.69075361007204,0.43,0.6625159553777352
correlation_60pct,1.5,81.17327386996925,0.39,0.5628988951907081
accuracy_80pct,1.5,93.0756292044202,0.87,0.7582164837094584
accuracy_70pct,1.5,91.6416355708164,0.77,0.7252755646024653
accuracy_60pct,1.5,88.39298640288688,0.73,0.6797662099929436
correlation_70pct,1.5,81.41171718228816,0.38,0.5726117378778439
correlation_60pct,1.5,83.01645140863508,0.41,0.5205313163391785
accuracy_80pct,1.5,95.76567129633588,0.86,0.9026684485020223
accuracy_70pct,1.5,90.656044426227,0.76,0.7622107282050875
accuracy_60pct,1.5,87.7790746235323,0.74,0.6208138465929989
correlation_70pct,1.5,82.79765528011374,0.43,0.6280022547521993
correlation_60pct,1.5,83.6017839911335,0.47,0.6061742545772905
accuracy_80pct,1.5,93.02939542771178,0.84,0.8285096222033593
accuracy_70pct,1.5,90.656044426227,0.76,0.7713315444307772
accuracy_60pct,1.5,85.22963807454204,0.66,0.5629834652900907
correlation_70pct,1.5,84.8596289473009,0.43,0.6896606490591313
correlation_60pct,1.5,78.72167509037249,0.39,0.5012618013254884
accuracy_80pct,1.5,92.83013283062857,0.83,0.8050226718615989
accuracy_70pct,1.5,90.5403493008039,0.79,0.7033061750796248
accuracy_60pct,1.5,90.46386015183077,0.75,0.6660004572700876
correlation_70pct,1.5,82.12335307867679,0.41,0.5882265415999992
correlation_60pct,1.5,82.81718881155187,0.4,0.5689303612030826
accuracy_80pct,1.5,91.49932859126818,0.83,0.7238154772917788
accuracy_70pct,1.5,88.3679623330251,0.75,0.6116877126339766
accuracy_60pct,1.5,85.55872718120801,0.69,0.5183830805253636
correlation_70pct,1.5,82.34214920719812,0.39,0.6096103607431658
correlation_60pct,1.5,80.3210896231713,0.3,0.5403676155812966
accuracy_80pct,1.5,93.8370792657259,0.83,0.8285537843855909
accuracy_70pct,1.5,90.2894760409481,0.78,0.6537475218509532
accuracy_60pct,1.5,85.8825597242568,0.74,0.48406953631969235
correlation_70pct,1.5,87.1013316801331,0.47,0.7775022047252507
correlation_60pct,1.5,84.05367847721136,0.37,0.5725911417626343
accuracy_80pct,1.5,91.90493210812156,0.85,0.76705609726929
accuracy_70pct,1.5,87.22934236806094,0.76,0.6176048884934312
accuracy_60pct,1.5,87.61546954599224,0.66,0.6836997840719251
correlation_70pct,1.5,86.65299232104962,0.52,0.7344980725229118
correlation_60pct,1.5,78.351583509401,0.36,0.5620593627962189
accuracy_80pct,1.5,91.42099242201103,0.82,0.688248294021105
accuracy_70pct,1.5,92.73581825692767,0.8,0.7816314507780641
accuracy_60pct,1.5,86.60485433154106,0.67,0.5493605662853955
correlation_70pct,1.5,80.63246695746892,0.38,0.534471566510324
correlation_60pct,1.5,84.6105521853006,0.49,0.6131343580250419
accuracy_80pct,1.5,94.58789587735025,0.84,0.8222289240764704
accuracy_70pct,1.5,90.50119384678246,0.76,0.7017381038813032
accuracy_60pct,1.5,89.200670240901,0.72,0.6242028987324545
correlation_70pct,1.5,83.50929117650236,0.46,0.586443487229092
correlation_60pct,1.5,81.0309921516353,0.4,0.47166453560934307
accuracy_80pct,1.5,91.46014787603247,0.85,0.7107772763556978
accuracy_70pct,1.5,87.44288193296507,0.76,0.6177942055837189
accuracy_60pct,1.5,86.97494591251255,0.7,0.6242269883143442
correlation_70pct,1.5,85.2759543049808,0.49,0.7098947627199085
correlation_60pct,1.5,83.44167684807175,0.49,0.5934296744285726
accuracy_80pct,1.5,92.37107163071855,0.84,0.8064342941949785
accuracy_70pct,1.5,89.15441120297831,0.74,0.7570706574936841
accuracy_60pct,1.5,85.53567045407729,0.67,0.6560192306007235
correlation_70pct,1.5,83.50929117650237,0.46,0.67011618828918
correlation_60pct,1.5,79.09350003926859,0.35,0.5336711031321741
accuracy_80pct,1.5,93.46525431682981,0.87,0.8092869385536156
accuracy_70pct,1.5,89.69168824969853,0.75,0.681860245774729
accuracy_60pct,1.5,85.82034754310462,0.69,0.6028355432631437
correlation_70pct,1.5,83.35984274433628,0.38,0.5719466376072506
correlation_60pct,1.5,79.39771065973406,0.34,0.48881863565111877
accuracy_80pct,1.5,93.25709163798984,0.84,0.7950017574940443
accuracy_70pct,1.5,93.28737227146883,0.8,0.8172392586628128
accuracy_60pct,1.5,88.43387522483293,0.69,0.6829505711441166
