simulation,grader_type,linear_score,accuracy,spearman
754,correlation_60pct,73.5,0.3,0.33076997306228645
755,accuracy_80pct,93.0,0.81,0.7899572864533488
755,accuracy_70pct,89.5,0.76,0.6768370507461202
755,accuracy_60pct,90.25,0.75,0.7164862527571154
755,correlation_70pct,84.0,0.5,0.6363905724284562
755,correlation_60pct,80.25,0.38,0.5366361707876454
756,accuracy_80pct,92.75,0.84,0.7441794944275164
756,accuracy_70pct,89.0,0.76,0.6420509278822544
756,accuracy_60pct,86.0,0.69,0.5442267961617183
756,correlation_70pct,84.5,0.51,0.5964736148163894
756,correlation_60pct,79.5,0.37,0.39260458984162155
757,accuracy_80pct,93.5,0.84,0.8145982714612031
757,accuracy_70pct,91.0,0.76,0.7699261576773865
757,accuracy_60pct,87.75,0.67,0.6375569843531498
757,correlation_70pct,82.75,0.49,0.5919934905454535
757,correlation_60pct,83.0,0.49,0.6012959795801223
758,accuracy_80pct,93.75,0.85,0.7944575610293169
758,accuracy_70pct,91.0,0.78,0.7600077842426701
758,accuracy_60pct,88.75,0.69,0.7162321895395681
758,correlation_70pct,82.0,0.42,0.622198882706005
758,correlation_60pct,77.0,0.39,0.35995240618133595
759,accuracy_80pct,95.0,0.88,0.8473806711177492
759,accuracy_70pct,91.0,0.76,0.7645466114273165
759,accuracy_60pct,82.75,0.65,0.46655714512777985
759,correlation_70pct,83.75,0.42,0.7358083417860201
759,correlation_60pct,80.0,0.43,0.552329304506477
760,accuracy_80pct,93.25,0.83,0.7829358189221041
760,accuracy_70pct,91.0,0.81,0.7267528766209805
760,accuracy_60pct,88.0,0.72,0.6285769325278822
760,correlation_70pct,83.5,0.43,0.6498866594210431
760,correlation_60pct,75.0,0.29,0.37973571316374777
761,accuracy_80pct,94.0,0.88,0.7916727781625604
761,accuracy_70pct,89.5,0.78,0.6711943489390165
761,accuracy_60pct,89.0,0.74,0.679051654494385
761,correlation_70pct,82.25,0.39,0.6469796084942977
761,correlation_60pct,77.25,0.32,0.5096179896074995
762,accuracy_80pct,94.0,0.85,0.8196973338159308
762,accuracy_70pct,90.75,0.75,0.7268753956409936
762,accuracy_60pct,86.25,0.71,0.5221032007144641
762,correlation_70pct,83.25,0.45,0.6021696685825707
762,correlation_60pct,81.25,0.39,0.597746676523994
763,accuracy_80pct,93.25,0.85,0.7752042463242612
763,accuracy_70pct,89.25,0.75,0.6018650233118366
763,accuracy_60pct,83.5,0.65,0.43619394145585944
763,correlation_70pct,83.25,0.43,0.6495079479181453
763,correlation_60pct,81.75,0.45,0.5224477819585261
764,accuracy_80pct,93.25,0.83,0.8103559809509586
764,accuracy_70pct,89.75,0.76,0.6712099897802936
764,accuracy_60pct,86.25,0.67,0.5795879341563446
764,correlation_70pct,84.75,0.49,0.6364801109646452
764,correlation_60pct,80.75,0.36,0.6290273345727738
765,accuracy_80pct,93.75,0.86,0.7874128656768439
765,accuracy_70pct,90.0,0.75,0.7396141839146557
765,accuracy_60pct,86.5,0.68,0.5805428639324488
765,correlation_70pct,81.25,0.42,0.574823790690415
765,correlation_60pct,81.75,0.45,0.5851018142447408
766,accuracy_80pct,93.75,0.84,0.777950927452098
766,accuracy_70pct,90.5,0.76,0.6533707793742284
766,accuracy_60pct,85.5,0.67,0.543417227536351
766,correlation_70pct,83.5,0.42,0.6400335589504543
766,correlation_60pct,82.75,0.41,0.6097399069587918
767,accuracy_80pct,93.75,0.87,0.8212948399490295
767,accuracy_70pct,89.25,0.77,0.6921584474986946
767,accuracy_60pct,85.75,0.7,0.5905772554558836
767,correlation_70pct,80.75,0.4,0.6581522972320267
767,correlation_60pct,77.25,0.36,0.4832086211201396
768,accuracy_80pct,94.25,0.84,0.8443667426085059
768,accuracy_70pct,90.75,0.78,0.7215597800376669
768,accuracy_60pct,85.25,0.66,0.5232211501292358
768,correlation_70pct,84.25,0.47,0.726931762734916
768,correlation_60pct,80.25,0.4,0.5487519158905121
769,accuracy_80pct,93.25,0.85,0.8051909827539185
769,accuracy_70pct,88.5,0.75,0.6102859403149558
769,accuracy_60pct,89.0,0.74,0.6470220117810253
769,correlation_70pct,81.75,0.42,0.5922130767644307
769,correlation_60pct,81.5,0.45,0.554106473546656
770,accuracy_80pct,95.0,0.89,0.8267381548876526
770,accuracy_70pct,86.75,0.73,0.5234356562424198
770,accuracy_60pct,88.25,0.7,0.6554419012022678
770,correlation_70pct,83.75,0.47,0.6686140948047944
770,correlation_60pct,80.0,0.44,0.4882009796060819
771,accuracy_80pct,94.0,0.84,0.8393320692667205
771,accuracy_70pct,90.25,0.79,0.6957416476895453
771,accuracy_60pct,87.25,0.66,0.6699564417520948
771,correlation_70pct,83.75,0.46,0.6946303182808722
771,correlation_60pct,80.5,0.38,0.5489580692425887
772,accuracy_80pct,90.0,0.82,0.6125345387567052
772,accuracy_70pct,89.25,0.73,0.6606489590631692
772,accuracy_60pct,87.25,0.71,0.596459767456177
772,correlation_70pct,80.25,0.39,0.5091842849713939
772,correlation_60pct,80.5,0.32,0.5885779372261901
773,accuracy_80pct,94.0,0.85,0.7942785561062667
773,accuracy_70pct,89.75,0.75,0.634408271335202
773,accuracy_60pct,87.0,0.68,0.5179807041533686
773,correlation_70pct,86.25,0.54,0.6903191431087065
773,correlation_60pct,80.75,0.37,0.5311299893254342
774,accuracy_80pct,93.75,0.84,0.8082208962883873
774,accuracy_70pct,90.25,0.8,0.6904490843234582
774,accuracy_60pct,87.0,0.69,0.6006967934683373
774,correlation_70pct,80.5,0.41,0.5416601584126084
774,correlation_60pct,79.5,0.39,0.5293298181395791
775,accuracy_80pct,91.0,0.84,0.6653368319256369
775,accuracy_70pct,91.75,0.81,0.7381581461630222
775,accuracy_60pct,85.75,0.7,0.5641179772299247
775,correlation_70pct,82.0,0.38,0.6620096271473709
775,correlation_60pct,78.25,0.35,0.4783018999173429
776,accuracy_80pct,94.5,0.9,0.8078002579870422
776,accuracy_70pct,91.25,0.76,0.7499395330139066
776,accuracy_60pct,86.5,0.71,0.5751018029301989
776,correlation_70pct,82.25,0.45,0.6779468857863804
776,correlation_60pct,78.25,0.31,0.5370920701531534
777,accuracy_80pct,91.75,0.84,0.7487112230733965
777,accuracy_70pct,90.75,0.79,0.7474135742678808
777,accuracy_60pct,85.5,0.69,0.6118814395938973
777,correlation_70pct,80.5,0.39,0.6304475168345335
777,correlation_60pct,77.75,0.34,0.5826180424673251
778,accuracy_80pct,93.25,0.85,0.740732235919638
778,accuracy_70pct,88.5,0.73,0.6295138260041768
778,accuracy_60pct,87.0,0.67,0.6111058059788333
778,correlation_70pct,82.75,0.46,0.5920697751749446
778,correlation_60pct,83.5,0.45,0.64173752558615
779,accuracy_80pct,94.75,0.84,0.8729010291963217
779,accuracy_70pct,91.75,0.76,0.8155470424571131
779,accuracy_60pct,85.0,0.69,0.457922761056826
779,correlation_70pct,79.75,0.37,0.5788332569286848
779,correlation_60pct,76.25,0.29,0.5212798042681508
780,accuracy_80pct,93.5,0.86,0.7965077693184351
780,accuracy_70pct,90.75,0.8,0.7313788773883892
780,accuracy_60pct,84.5,0.66,0.5353309479904657
780,correlation_70pct,80.0,0.4,0.5284412822717499
780,correlation_60pct,76.5,0.32,0.4674739505311614
781,accuracy_80pct,93.75,0.87,0.7991079061955317
781,accuracy_70pct,89.5,0.77,0.6505679989879907
781,accuracy_60pct,88.0,0.74,0.5962795145632045
781,correlation_70pct,83.0,0.44,0.6309899566856767
781,correlation_60pct,80.5,0.42,0.5604992111497562
782,accuracy_80pct,92.25,0.84,0.7602218267505464
782,accuracy_70pct,88.75,0.75,0.6639445855488855
782,accuracy_60pct,87.0,0.71,0.6296419521819192
782,correlation_70pct,78.75,0.33,0.5336187243076151
782,correlation_60pct,80.0,0.4,0.5651970913159381
783,accuracy_80pct,92.75,0.84,0.7521418076207264
783,accuracy_70pct,92.75,0.79,0.8233699096091346
783,accuracy_60pct,86.75,0.68,0.5993917427326244
783,correlation_70pct,82.5,0.41,0.6352686834283567
783,correlation_60pct,80.25,0.42,0.543346686765337
784,accuracy_80pct,94.25,0.87,0.8392864296184501
784,accuracy_70pct,90.75,0.81,0.716205734027208
784,accuracy_60pct,83.5,0.67,0.5206847310239042
784,correlation_70pct,79.25,0.36,0.5907820982952461
784,correlation_60pct,81.25,0.46,0.6277301713184656
785,accuracy_80pct,93.25,0.86,0.8099405504404795
785,accuracy_70pct,89.5,0.75,0.7086039399530915
785,accuracy_60pct,84.25,0.66,0.5628001650825849
785,correlation_70pct,82.75,0.44,0.6562397920109989
785,correlation_60pct,78.0,0.33,0.5342669792600081
786,accuracy_80pct,93.0,0.86,0.7792802261752693
786,accuracy_70pct,90.25,0.75,0.7249790446726142
786,accuracy_60pct,87.75,0.71,0.645753260738036
786,correlation_70pct,79.0,0.4,0.4900534740027921
786,correlation_60pct,77.5,0.32,0.4645161676008191
787,accuracy_80pct,92.0,0.83,0.7736231056786826
787,accuracy_70pct,91.0,0.77,0.7355263307334268
787,accuracy_60pct,86.0,0.71,0.5492133809368724
787,correlation_70pct,81.25,0.41,0.5691120271493147
787,correlation_60pct,75.75,0.29,0.43407592123835076
788,accuracy_80pct,93.75,0.85,0.8206797930235011
788,accuracy_70pct,89.0,0.76,0.6565331599716395
788,accuracy_60pct,85.75,0.68,0.5318686926391504
788,correlation_70pct,81.25,0.36,0.6514331968006716
788,correlation_60pct,80.0,0.36,0.5683543502755268
789,accuracy_80pct,92.5,0.83,0.7920170753345968
789,accuracy_70pct,90.0,0.77,0.6895306244522322
789,accuracy_60pct,87.75,0.74,0.612016525379388
789,correlation_70pct,81.0,0.41,0.534563562538684
789,correlation_60pct,81.5,0.44,0.5449806645980136
790,accuracy_80pct,93.75,0.86,0.7953084458132383
790,accuracy_70pct,90.5,0.77,0.725033953360308
790,accuracy_60pct,83.75,0.69,0.42797603115637917
790,correlation_70pct,82.5,0.47,0.6603897461571532
790,correlation_60pct,78.0,0.4,0.4832718458917172
791,accuracy_80pct,93.75,0.85,0.8258187627035852
791,accuracy_70pct,90.25,0.79,0.726401188922988
791,accuracy_60pct,90.0,0.74,0.7400502243771276
791,correlation_70pct,79.75,0.37,0.6021509438623331
791,correlation_60pct,78.0,0.35,0.5699108087128506
792,accuracy_80pct,94.25,0.85,0.8186693234787988
792,accuracy_70pct,89.5,0.75,0.6624645822390194
792,accuracy_60pct,88.25,0.67,0.6585227802760715
792,correlation_70pct,82.75,0.45,0.685924521017211
792,correlation_60pct,78.75,0.33,0.5256491167908707
793,accuracy_80pct,93.0,0.84,0.797714671747315
793,accuracy_70pct,92.5,0.8,0.7817330476351507
793,accuracy_60pct,86.25,0.7,0.5228926617401464
793,correlation_70pct,82.5,0.42,0.6464831705664497
793,correlation_60pct,81.0,0.43,0.5551165779081142
794,accuracy_80pct,93.0,0.84,0.7632463957279034
794,accuracy_70pct,89.5,0.75,0.72645144678186
794,accuracy_60pct,87.0,0.67,0.6501399190554581
794,correlation_70pct,80.0,0.37,0.6138867936732368
794,correlation_60pct,79.75,0.37,0.4834915034264063
795,accuracy_80pct,94.25,0.86,0.8293778985589618
795,accuracy_70pct,89.5,0.76,0.6573426203112244
795,accuracy_60pct,87.25,0.68,0.6074358508520564
795,correlation_70pct,82.75,0.39,0.6351024150319434
795,correlation_60pct,76.5,0.28,0.47130234625165307
796,accuracy_80pct,93.75,0.84,0.8370103715424718
796,accuracy_70pct,88.75,0.76,0.6503279752362352
796,accuracy_60pct,89.75,0.73,0.7210176282911008
796,correlation_70pct,84.0,0.48,0.6708925152571005
796,correlation_60pct,80.0,0.4,0.5728419685076704
797,accuracy_80pct,92.75,0.84,0.7538463488224212
797,accuracy_70pct,89.75,0.77,0.6751023057560308
797,accuracy_60pct,88.5,0.7,0.6975155190274874
797,correlation_70pct,81.25,0.39,0.5869798015415458
797,correlation_60pct,81.25,0.41,0.5845097898197443
798,accuracy_80pct,93.5,0.84,0.8066571304230425
798,accuracy_70pct,90.5,0.78,0.6820981891577202
798,accuracy_60pct,88.5,0.7,0.6858949639193294
798,correlation_70pct,81.25,0.41,0.6427721853891357
798,correlation_60pct,79.0,0.44,0.5351818627950673
799,accuracy_80pct,94.0,0.85,0.8421114160028713
799,accuracy_70pct,88.0,0.76,0.6078122442193211
799,accuracy_60pct,86.25,0.66,0.6429580121395574
799,correlation_70pct,80.5,0.41,0.6253514072546512
799,correlation_60pct,78.0,0.32,0.5423334031391125
800,accuracy_80pct,91.5,0.83,0.7450109185976457
800,accuracy_70pct,88.75,0.75,0.6754160156710958
800,accuracy_60pct,83.0,0.64,0.46882481152828426
800,correlation_70pct,82.5,0.43,0.6783757764390036
800,correlation_60pct,79.75,0.41,0.564217733476668
801,accuracy_80pct,94.5,0.88,0.8348763850032919
801,accuracy_70pct,90.5,0.77,0.7591643880025792
801,accuracy_60pct,86.25,0.7,0.6334841124128308
801,correlation_70pct,81.0,0.38,0.6460675710972383
801,correlation_60pct,78.25,0.39,0.47567750207598747
802,accuracy_80pct,94.0,0.85,0.7878839307592884
802,accuracy_70pct,92.5,0.78,0.8190705518973667
802,accuracy_60pct,87.25,0.7,0.568204290536358
802,correlation_70pct,84.5,0.45,0.7321577401455798
802,correlation_60pct,77.5,0.33,0.43654122577831217
803,accuracy_80pct,93.5,0.84,0.8310172710968229
803,accuracy_70pct,90.25,0.78,0.7469163541273023
803,accuracy_60pct,87.25,0.68,0.6187386584143308
803,correlation_70pct,81.75,0.4,0.6640131540269401
803,correlation_60pct,79.25,0.33,0.5078406159182441
804,accuracy_80pct,92.25,0.82,0.7037654192190528
804,accuracy_70pct,89.5,0.74,0.7132219260559084
804,accuracy_60pct,87.0,0.65,0.6615795698381769
804,correlation_70pct,82.5,0.44,0.6438221377643563
804,correlation_60pct,79.75,0.38,0.5106555085265357
805,accuracy_80pct,94.0,0.85,0.8544871020002638
805,accuracy_70pct,88.5,0.74,0.640901647131601
805,accuracy_60pct,87.25,0.69,0.6172055438028167
805,correlation_70pct,83.25,0.48,0.6955993650917118
805,correlation_60pct,78.75,0.38,0.5354480236197878
806,accuracy_80pct,93.25,0.85,0.7501617837455576
806,accuracy_70pct,88.5,0.74,0.6675363353213577
806,accuracy_60pct,87.25,0.71,0.5630907206061038
806,correlation_70pct,82.75,0.43,0.6643205302143014
806,correlation_60pct,80.75,0.36,0.6341907970546544
807,accuracy_80pct,94.0,0.87,0.8060918787406947
807,accuracy_70pct,91.25,0.76,0.7304460830361524
807,accuracy_60pct,89.0,0.75,0.5993714805727595
807,correlation_70pct,82.5,0.45,0.610626634427671
807,correlation_60pct,80.5,0.36,0.5891369920498168
808,accuracy_80pct,94.25,0.87,0.8103493231516752
808,accuracy_70pct,90.75,0.77,0.7498817733694162
808,accuracy_60pct,86.25,0.69,0.5947288062043968
808,correlation_70pct,82.5,0.46,0.620663369276529
808,correlation_60pct,78.0,0.36,0.5372981078992548
809,accuracy_80pct,92.0,0.82,0.749587948017324
809,accuracy_70pct,90.75,0.8,0.7406045652068567
809,accuracy_60pct,83.25,0.64,0.45743936412592295
809,correlation_70pct,78.25,0.34,0.6117435514706413
809,correlation_60pct,72.75,0.24,0.3618167524993912
810,accuracy_80pct,94.5,0.9,0.8071429163338181
810,accuracy_70pct,88.0,0.78,0.560426185321487
810,accuracy_60pct,85.75,0.64,0.6321809927898491
810,correlation_70pct,82.5,0.43,0.6026240488976576
810,correlation_60pct,81.0,0.4,0.5949649140453696
811,accuracy_80pct,91.75,0.82,0.7457920150719463
811,accuracy_70pct,91.25,0.76,0.7889435461825917
811,accuracy_60pct,87.25,0.72,0.6328759944005484
811,correlation_70pct,83.5,0.49,0.6711870243267778
811,correlation_60pct,83.0,0.41,0.6882584590757936
812,accuracy_80pct,93.75,0.83,0.8155936958202178
812,accuracy_70pct,88.75,0.72,0.6471907303159493
812,accuracy_60pct,90.75,0.75,0.713049117408845
812,correlation_70pct,83.25,0.43,0.6064087696424372
812,correlation_60pct,83.75,0.45,0.7066353571583913
813,accuracy_80pct,94.75,0.85,0.8549918547591139
813,accuracy_70pct,91.0,0.81,0.6738484669645913
813,accuracy_60pct,86.25,0.7,0.559413854512023
813,correlation_70pct,81.5,0.38,0.67572833641726
813,correlation_60pct,83.25,0.43,0.5669607094339265
814,accuracy_80pct,89.5,0.8,0.6259861235024019
814,accuracy_70pct,90.75,0.79,0.7480863444396074
814,accuracy_60pct,84.0,0.69,0.4872575393719499
814,correlation_70pct,81.5,0.41,0.6786413043359851
814,correlation_60pct,82.75,0.43,0.6917181837697766
815,accuracy_80pct,92.25,0.84,0.7348266567061225
815,accuracy_70pct,90.75,0.8,0.686357527173461
815,accuracy_60pct,85.25,0.67,0.5086295546913651
815,correlation_70pct,81.0,0.38,0.6176222634495503
815,correlation_60pct,74.75,0.31,0.3657042411721142
816,accuracy_80pct,94.25,0.86,0.8369806997215014
816,accuracy_70pct,88.75,0.76,0.6239889883319512
816,accuracy_60pct,88.25,0.69,0.6598913873571061
816,correlation_70pct,84.0,0.49,0.667543918535937
816,correlation_60pct,80.5,0.42,0.5635758926834705
817,accuracy_80pct,93.75,0.84,0.851856875349404
817,accuracy_70pct,91.25,0.77,0.7666488385251125
817,accuracy_60pct,86.5,0.68,0.5578481680110263
817,correlation_70pct,81.75,0.41,0.609623394073244
817,correlation_60pct,77.75,0.36,0.459466454010506
818,accuracy_80pct,94.25,0.83,0.87083052971363
818,accuracy_70pct,90.75,0.79,0.7304519616280012
818,accuracy_60pct,86.25,0.7,0.5796396402861455
818,correlation_70pct,81.25,0.36,0.6569694706070037
818,correlation_60pct,78.25,0.33,0.5834329773278812
819,accuracy_80pct,94.0,0.84,0.858777067355264
819,accuracy_70pct,89.0,0.72,0.7553877842924787
819,accuracy_60pct,85.0,0.7,0.5208370051514926
819,correlation_70pct,83.25,0.46,0.6981131912673717
819,correlation_60pct,77.0,0.36,0.4576264726654973
820,accuracy_80pct,95.75,0.88,0.8809060509615274
820,accuracy_70pct,91.0,0.78,0.6966215236008935
820,accuracy_60pct,86.0,0.67,0.5718610209150289
820,correlation_70pct,83.0,0.49,0.5847226537972408
820,correlation_60pct,80.75,0.41,0.5119743400936099
821,accuracy_80pct,92.5,0.85,0.7471070368705741
821,accuracy_70pct,89.75,0.8,0.6075190011337794
821,accuracy_60pct,85.5,0.68,0.5577004873012225
821,correlation_70pct,84.25,0.43,0.7410136694516632
821,correlation_60pct,75.5,0.3,0.3993926071669543
822,accuracy_80pct,94.0,0.85,0.8220168962579887
822,accuracy_70pct,90.75,0.81,0.6662380504476952
822,accuracy_60pct,86.25,0.67,0.5743391784083575
822,correlation_70pct,81.5,0.38,0.572619831839221
822,correlation_60pct,78.75,0.35,0.5269693410327387
823,accuracy_80pct,94.0,0.86,0.8082581741561007
823,accuracy_70pct,90.75,0.79,0.7142676013980914
823,accuracy_60pct,87.5,0.68,0.6376982142756096
823,correlation_70pct,83.5,0.45,0.6517788494016488
823,correlation_60pct,78.5,0.33,0.5483440012114641
824,accuracy_80pct,92.75,0.86,0.738203027723594
824,accuracy_70pct,88.0,0.76,0.6119599820731193
824,accuracy_60pct,84.0,0.66,0.5107064168413099
824,correlation_70pct,81.25,0.4,0.6189590346173023
824,correlation_60pct,75.75,0.27,0.49059892410843664
825,accuracy_80pct,93.5,0.84,0.8075955084241005
825,accuracy_70pct,92.0,0.78,0.8051842977794622
825,accuracy_60pct,86.0,0.69,0.5373803771728177
825,correlation_70pct,83.0,0.5,0.6560078099966504
825,correlation_60pct,80.25,0.37,0.5831035077199841
826,accuracy_80pct,92.75,0.83,0.7522120146370801
826,accuracy_70pct,87.5,0.73,0.5171601497255397
826,accuracy_60pct,89.0,0.76,0.5807806132318123
826,correlation_70pct,81.5,0.35,0.5892704186086386
826,correlation_60pct,81.75,0.44,0.5548853929448047
827,accuracy_80pct,93.25,0.83,0.7815029033310817
827,accuracy_70pct,88.25,0.75,0.6013109276517087
827,accuracy_60pct,87.0,0.71,0.5552982505648236
827,correlation_70pct,83.5,0.44,0.6945923650307492
827,correlation_60pct,76.5,0.27,0.47331183380435726
828,accuracy_80pct,94.0,0.85,0.8577093177925001
828,accuracy_70pct,89.75,0.77,0.7102916081684537
828,accuracy_60pct,86.5,0.7,0.6164447443864799
828,correlation_70pct,81.25,0.4,0.6456951315812686
828,correlation_60pct,77.25,0.39,0.49030836337265604
829,accuracy_80pct,93.0,0.84,0.7909149505787771
829,accuracy_70pct,90.75,0.76,0.7465152484659011
829,accuracy_60pct,90.0,0.73,0.7096270033823356
829,correlation_70pct,86.25,0.54,0.7108244971245404
829,correlation_60pct,79.75,0.37,0.5680268784862357
830,accuracy_80pct,94.0,0.85,0.813366000745038
830,accuracy_70pct,89.5,0.76,0.6665531149023464
830,accuracy_60pct,85.0,0.64,0.5431933163913506
830,correlation_70pct,84.75,0.49,0.7146726809850343
830,correlation_60pct,81.5,0.42,0.5513839579679579
831,accuracy_80pct,93.75,0.84,0.7644137804085221
831,accuracy_70pct,90.0,0.77,0.6294071031467249
831,accuracy_60pct,87.75,0.7,0.5355821449673199
831,correlation_70pct,85.5,0.47,0.7433957114019947
831,correlation_60pct,80.5,0.4,0.4054257505566132
832,accuracy_80pct,93.0,0.86,0.7769231139001275
832,accuracy_70pct,91.25,0.78,0.746619974201389
832,accuracy_60pct,87.0,0.69,0.6017737149475287
832,correlation_70pct,80.75,0.35,0.6087092659448802
832,correlation_60pct,81.25,0.4,0.5762698524403533
833,accuracy_80pct,93.25,0.83,0.8238153652065572
833,accuracy_70pct,92.75,0.82,0.8201962665819644
833,accuracy_60pct,84.5,0.62,0.578640987219869
833,correlation_70pct,83.0,0.45,0.663522584224716
833,correlation_60pct,77.5,0.4,0.4239849673995548
834,accuracy_80pct,94.75,0.85,0.8505977030643811
834,accuracy_70pct,90.75,0.78,0.6978135362136798
834,accuracy_60pct,85.25,0.72,0.439380443702815
834,correlation_70pct,84.5,0.5,0.6439949225845469
834,correlation_60pct,77.25,0.34,0.4082649647519311
835,accuracy_80pct,92.25,0.83,0.7472767307249477
835,accuracy_70pct,89.75,0.78,0.6616530867956202
835,accuracy_60pct,85.75,0.69,0.5736234933316622
835,correlation_70pct,80.25,0.38,0.5615883000784078
835,correlation_60pct,81.25,0.41,0.5713781535748556
836,accuracy_80pct,93.25,0.84,0.8268278525411373
836,accuracy_70pct,88.75,0.73,0.6797157984046646
836,accuracy_60pct,88.75,0.74,0.6983413797424814
836,correlation_70pct,80.25,0.34,0.581723132520374
836,correlation_60pct,75.75,0.31,0.44959934012875563
837,accuracy_80pct,92.75,0.85,0.7801463246857365
837,accuracy_70pct,90.0,0.76,0.7564826785975929
837,accuracy_60pct,87.25,0.7,0.6723075779117308
837,correlation_70pct,79.5,0.37,0.591413300389384
837,correlation_60pct,75.75,0.29,0.45414699382345275
838,accuracy_80pct,93.25,0.83,0.8159325436865154
838,accuracy_70pct,90.5,0.77,0.7152872047885935
838,accuracy_60pct,85.75,0.7,0.5477185828199881
838,correlation_70pct,82.25,0.42,0.6574460717784822
838,correlation_60pct,77.75,0.34,0.5168340674381616
839,accuracy_80pct,94.0,0.87,0.7952501856562714
839,accuracy_70pct,91.75,0.77,0.8072417975985623
839,accuracy_60pct,88.5,0.7,0.6484508528106155
839,correlation_70pct,82.5,0.42,0.6438131405926935
839,correlation_60pct,80.75,0.44,0.507898031754915
840,accuracy_80pct,93.5,0.86,0.7767136387960091
840,accuracy_70pct,85.0,0.73,0.4050332109884459
840,accuracy_60pct,88.25,0.73,0.6229680475015816
840,correlation_70pct,85.0,0.45,0.7666059732809526
840,correlation_60pct,80.5,0.4,0.5350230552993196
841,accuracy_80pct,95.5,0.87,0.8766481111526638
841,accuracy_70pct,90.5,0.78,0.7269443774267368
841,accuracy_60pct,86.0,0.69,0.5465525392049172
841,correlation_70pct,80.75,0.39,0.602656945992848
841,correlation_60pct,78.75,0.4,0.503705317102261
842,accuracy_80pct,93.5,0.86,0.7873906961593327
842,accuracy_70pct,92.75,0.8,0.7879689029633891
842,accuracy_60pct,88.25,0.75,0.6131252347804874
842,correlation_70pct,82.25,0.39,0.5944664480768678
842,correlation_60pct,81.75,0.43,0.5796642246839937
843,accuracy_80pct,94.5,0.89,0.8093788590874545
843,accuracy_70pct,87.0,0.72,0.5646738045179819
843,accuracy_60pct,86.5,0.69,0.6063359162831125
843,correlation_70pct,79.25,0.31,0.5717189311748828
843,correlation_60pct,75.5,0.28,0.34416353725511367
844,accuracy_80pct,93.5,0.82,0.7804716026362105
844,accuracy_70pct,91.0,0.8,0.6763923860484824
844,accuracy_60pct,83.75,0.68,0.3769268462904594
844,correlation_70pct,85.0,0.48,0.6117356183799167
844,correlation_60pct,83.25,0.48,0.624974225502165
845,accuracy_80pct,95.0,0.86,0.8458540712038009
845,accuracy_70pct,91.25,0.78,0.7101072521564439
845,accuracy_60pct,90.25,0.73,0.6913450422332008
845,correlation_70pct,83.75,0.45,0.7118221330376302
845,correlation_60pct,80.25,0.38,0.43221587301416853
846,accuracy_80pct,94.25,0.85,0.8408343285275386
846,accuracy_70pct,89.5,0.78,0.6652964530494582
846,accuracy_60pct,86.5,0.7,0.5706919472161069
846,correlation_70pct,83.0,0.39,0.7013635447101981
846,correlation_60pct,82.0,0.46,0.5311292055878277
847,accuracy_80pct,92.5,0.81,0.7714992587970873
847,accuracy_70pct,88.25,0.75,0.657580615755523
847,accuracy_60pct,87.75,0.67,0.688799284796397
847,correlation_70pct,80.75,0.37,0.6351949623523528
847,correlation_60pct,80.75,0.42,0.5550382144627592
848,accuracy_80pct,95.75,0.87,0.9174236203556244
848,accuracy_70pct,90.0,0.76,0.6957905983768463
848,accuracy_60pct,87.5,0.72,0.609033000427768
848,correlation_70pct,85.25,0.51,0.6903010494390684
848,correlation_60pct,79.0,0.39,0.5139365642368895
849,accuracy_80pct,95.25,0.87,0.8391370738419215
849,accuracy_70pct,90.75,0.74,0.776018700035809
849,accuracy_60pct,88.5,0.76,0.5933770276474705
849,correlation_70pct,85.25,0.5,0.6943891396559201
849,correlation_60pct,80.0,0.41,0.628430444866291
850,accuracy_80pct,93.0,0.86,0.7603034134704907
850,accuracy_70pct,90.5,0.77,0.7222600715945693
850,accuracy_60pct,88.25,0.72,0.6487402325145081
850,correlation_70pct,80.5,0.42,0.5451501360002191
850,correlation_60pct,81.0,0.41,0.619724521294047
851,accuracy_80pct,92.75,0.84,0.8153042037150232
851,accuracy_70pct,86.25,0.73,0.5631276065067612
851,accuracy_60pct,84.0,0.68,0.4814641217630418
851,correlation_70pct,79.75,0.34,0.5862388666683263
851,correlation_60pct,81.0,0.37,0.6033283773114787
852,accuracy_80pct,93.25,0.87,0.784038335947972
852,accuracy_70pct,89.5,0.76,0.72305548073463
852,accuracy_60pct,87.0,0.69,0.641526618873345
852,correlation_70pct,81.75,0.41,0.6268041674300039
852,correlation_60pct,79.75,0.35,0.6527362562756115
853,accuracy_80pct,93.25,0.85,0.7949484842336033
853,accuracy_70pct,92.25,0.8,0.7719293144281881
853,accuracy_60pct,85.5,0.68,0.5400803040444488
853,correlation_70pct,84.5,0.47,0.6407114357953291
853,correlation_60pct,83.25,0.43,0.6821980827613128
854,accuracy_80pct,93.75,0.86,0.7647104174951411
854,accuracy_70pct,87.25,0.74,0.5170860097957961
854,accuracy_60pct,84.75,0.66,0.5002137859414959
854,correlation_70pct,82.5,0.43,0.6231437859529305
854,correlation_60pct,80.0,0.42,0.5097014816691575
855,accuracy_80pct,94.5,0.88,0.8294920657994046
855,accuracy_70pct,90.5,0.79,0.6750889054199811
855,accuracy_60pct,86.5,0.7,0.5730279916607326
855,correlation_70pct,85.0,0.46,0.7512218863159559
855,correlation_60pct,77.0,0.3,0.47603293524367624
856,accuracy_80pct,94.25,0.84,0.856421889506614
856,accuracy_70pct,89.75,0.78,0.7168224317608402
