simulation,grader_type,linear_score,accuracy,spearman
101,accuracy_80pct,94.5,0.87,0.8110653929161125
101,accuracy_70pct,88.75,0.76,0.6423055524359249
101,accuracy_60pct,88.0,0.7,0.6372307810420277
101,correlation_70pct,83.5,0.44,0.6715158965143996
101,correlation_60pct,78.25,0.29,0.5389619110566658
102,accuracy_80pct,93.5,0.83,0.8141504080904529
102,accuracy_70pct,90.25,0.78,0.6873314044589052
102,accuracy_60pct,86.0,0.71,0.5554324618187699
102,correlation_70pct,83.0,0.45,0.6399127428611743
102,correlation_60pct,78.75,0.38,0.4930450090264148
103,accuracy_80pct,94.25,0.86,0.7902101327652405
103,accuracy_70pct,92.0,0.76,0.7694708778840902
103,accuracy_60pct,89.25,0.72,0.7346402130973324
103,correlation_70pct,84.25,0.46,0.6654143265366108
103,correlation_60pct,78.25,0.33,0.5065900967019124
104,accuracy_80pct,94.0,0.88,0.8156216152740905
104,accuracy_70pct,86.75,0.75,0.5466930507707395
104,accuracy_60pct,89.25,0.73,0.7117398961427079
104,correlation_70pct,81.0,0.39,0.5927852130345131
104,correlation_60pct,80.0,0.41,0.5512916034569414
105,accuracy_80pct,93.0,0.85,0.7897113598434515
105,accuracy_70pct,91.75,0.81,0.7690906212714343
105,accuracy_60pct,86.75,0.67,0.6392639256834286
105,correlation_70pct,80.25,0.35,0.5939231336685156
105,correlation_60pct,80.0,0.37,0.6638828987987072
106,accuracy_80pct,94.25,0.85,0.8456235515733282
106,accuracy_70pct,90.75,0.76,0.7297794006753346
106,accuracy_60pct,86.0,0.69,0.5618497880073531
106,correlation_70pct,84.0,0.48,0.6688044815790279
106,correlation_60pct,79.25,0.36,0.5364188943599816
107,accuracy_80pct,94.25,0.85,0.8534024253115297
107,accuracy_70pct,90.0,0.75,0.739113025368908
107,accuracy_60pct,88.0,0.72,0.6515373276045556
107,correlation_70pct,80.75,0.4,0.5781562023979256
107,correlation_60pct,76.75,0.33,0.4079488164517432
108,accuracy_80pct,91.75,0.82,0.7002607391841753
108,accuracy_70pct,90.75,0.77,0.7205754799155605
108,accuracy_60pct,86.75,0.67,0.5679381319412551
108,correlation_70pct,82.75,0.43,0.6598739202432263
108,correlation_60pct,81.0,0.42,0.5547412236094598
109,accuracy_80pct,95.0,0.86,0.8746297065736574
109,accuracy_70pct,91.25,0.82,0.7164909948580324
109,accuracy_60pct,87.5,0.74,0.61660424384165
109,correlation_70pct,84.0,0.47,0.6893681758588055
109,correlation_60pct,79.25,0.36,0.5717703825265087
110,accuracy_80pct,94.25,0.85,0.8216470107830275
110,accuracy_70pct,87.0,0.75,0.5723464333627952
110,accuracy_60pct,91.25,0.75,0.7880705528140866
110,correlation_70pct,84.25,0.46,0.6805615842961541
110,correlation_60pct,78.25,0.34,0.5285077108480069
111,accuracy_80pct,95.25,0.87,0.86398075584494
111,accuracy_70pct,91.25,0.79,0.7257601023539498
111,accuracy_60pct,85.5,0.68,0.49487392737252195
111,correlation_70pct,79.75,0.42,0.5653465927834657
111,correlation_60pct,78.25,0.33,0.5178316229794796
112,accuracy_80pct,93.75,0.83,0.8635737163278581
112,accuracy_70pct,87.75,0.73,0.6481605778432687
112,accuracy_60pct,85.75,0.7,0.558950196151527
112,correlation_70pct,77.75,0.33,0.49576830491483465
112,correlation_60pct,75.5,0.32,0.45403495696440693
113,accuracy_80pct,94.5,0.85,0.8043460733070216
113,accuracy_70pct,92.0,0.78,0.7400576294366216
113,accuracy_60pct,89.25,0.73,0.6568733082636532
113,correlation_70pct,87.0,0.57,0.7011337770647798
113,correlation_60pct,80.75,0.36,0.5314024379016105
114,accuracy_80pct,94.5,0.84,0.8660363207815641
114,accuracy_70pct,89.25,0.76,0.6721694109067473
114,accuracy_60pct,87.25,0.68,0.6438933478351886
114,correlation_70pct,80.25,0.37,0.6359002351352713
114,correlation_60pct,78.0,0.36,0.5026739783101926
115,accuracy_80pct,92.25,0.85,0.7524531026040525
115,accuracy_70pct,91.5,0.78,0.7537342815216636
115,accuracy_60pct,86.25,0.67,0.6036712525681618
115,correlation_70pct,84.25,0.5,0.7021617040157855
115,correlation_60pct,77.0,0.35,0.4324975260945409
116,accuracy_80pct,94.5,0.84,0.8470269790225332
116,accuracy_70pct,91.25,0.78,0.7303646341853659
116,accuracy_60pct,90.75,0.78,0.7368297590738392
116,correlation_70pct,83.75,0.43,0.6829388652270597
116,correlation_60pct,78.0,0.32,0.4250093003629346
117,accuracy_80pct,91.5,0.84,0.7025275522838679
117,accuracy_70pct,89.5,0.8,0.658156177204975
117,accuracy_60pct,89.25,0.7,0.7417528927924943
117,correlation_70pct,80.75,0.38,0.6414108302133834
117,correlation_60pct,79.0,0.37,0.533686696132649
118,accuracy_80pct,91.0,0.83,0.7026976883025498
118,accuracy_70pct,87.25,0.75,0.5959085305638847
118,accuracy_60pct,88.5,0.72,0.6900921801516701
118,correlation_70pct,78.0,0.25,0.6196167326062084
118,correlation_60pct,78.0,0.3,0.5281501633139379
119,accuracy_80pct,94.25,0.86,0.7695433704872691
119,accuracy_70pct,91.25,0.75,0.7116807817955381
119,accuracy_60pct,87.75,0.71,0.5067021171034941
119,correlation_70pct,84.25,0.44,0.647227203159362
119,correlation_60pct,80.0,0.36,0.530950337144046
120,accuracy_80pct,91.0,0.83,0.6982119985310173
120,accuracy_70pct,89.0,0.77,0.6521218213732672
120,accuracy_60pct,83.5,0.67,0.49502915676505677
120,correlation_70pct,81.0,0.42,0.5801713382832726
120,correlation_60pct,81.0,0.47,0.6297621699101978
121,accuracy_80pct,92.5,0.84,0.7779436427088596
121,accuracy_70pct,89.0,0.74,0.6630184337434043
121,accuracy_60pct,85.5,0.7,0.5513419317589197
121,correlation_70pct,82.5,0.39,0.7195564055145768
121,correlation_60pct,78.0,0.36,0.48787980579872026
122,accuracy_80pct,93.25,0.86,0.7385153058293905
122,accuracy_70pct,89.0,0.77,0.6339909898486159
122,accuracy_60pct,88.5,0.72,0.6597716864495502
122,correlation_70pct,84.25,0.49,0.6162365103321491
122,correlation_60pct,81.0,0.36,0.6429880997790822
123,accuracy_80pct,94.25,0.86,0.8379243061165502
123,accuracy_70pct,90.25,0.78,0.6458682220528859
123,accuracy_60pct,85.0,0.69,0.47387538091175097
123,correlation_70pct,80.5,0.34,0.5958922217068467
123,correlation_60pct,81.75,0.41,0.5583069736359874
124,accuracy_80pct,92.0,0.83,0.7456363171433948
124,accuracy_70pct,89.75,0.75,0.7322526642992566
124,accuracy_60pct,86.75,0.68,0.5940532724268571
124,correlation_70pct,81.0,0.38,0.6336399855951165
124,correlation_60pct,81.5,0.37,0.6326909749588525
125,accuracy_80pct,95.5,0.88,0.847430668207017
125,accuracy_70pct,90.25,0.78,0.6486022123362294
125,accuracy_60pct,88.0,0.7,0.605111261727948
125,correlation_70pct,85.0,0.49,0.6651793197368985
125,correlation_60pct,78.5,0.34,0.5286550445387519
126,accuracy_80pct,94.0,0.86,0.7817086819649997
126,accuracy_70pct,92.0,0.79,0.7423153323229765
126,accuracy_60pct,87.0,0.7,0.5967733923659002
126,correlation_70pct,81.5,0.39,0.5585781847535339
126,correlation_60pct,76.5,0.31,0.4266332038871879
127,accuracy_80pct,94.75,0.83,0.862774903611407
127,accuracy_70pct,91.5,0.74,0.7535771011991342
127,accuracy_60pct,85.5,0.7,0.4574531860897414
127,correlation_70pct,84.0,0.47,0.6119576611503064
127,correlation_60pct,80.25,0.35,0.5678158737183441
128,accuracy_80pct,95.0,0.87,0.8812339391499076
128,accuracy_70pct,89.5,0.76,0.6602696773076994
128,accuracy_60pct,87.25,0.71,0.6073059316659879
128,correlation_70pct,78.25,0.3,0.5132875963489916
128,correlation_60pct,79.0,0.36,0.5074598645421936
129,accuracy_80pct,92.25,0.83,0.809421947688475
129,accuracy_70pct,89.0,0.77,0.7177072040664777
129,accuracy_60pct,83.5,0.66,0.5749786687061395
129,correlation_70pct,81.75,0.43,0.7101138347636184
129,correlation_60pct,73.5,0.27,0.41738210804230724
130,accuracy_80pct,91.75,0.81,0.7550712033214249
130,accuracy_70pct,89.5,0.79,0.6851094580561735
130,accuracy_60pct,85.0,0.68,0.5288947855892092
130,correlation_70pct,81.0,0.39,0.6537288565337482
130,correlation_60pct,78.75,0.35,0.5114497604761605
131,accuracy_80pct,94.5,0.83,0.8462948043820618
131,accuracy_70pct,91.0,0.78,0.694158845510148
131,accuracy_60pct,88.25,0.72,0.5355425124012988
131,correlation_70pct,83.5,0.41,0.6900750264344396
131,correlation_60pct,80.5,0.37,0.4970595685344831
132,accuracy_80pct,93.75,0.83,0.8365391076577403
132,accuracy_70pct,89.5,0.77,0.632078931950971
132,accuracy_60pct,86.25,0.67,0.5969508694999576
132,correlation_70pct,80.5,0.37,0.5976270610487845
132,correlation_60pct,80.25,0.39,0.5357016047358956
133,accuracy_80pct,96.0,0.9,0.8775823344083855
133,accuracy_70pct,90.75,0.79,0.6947622131000463
133,accuracy_60pct,87.75,0.71,0.6414603951058434
133,correlation_70pct,82.25,0.38,0.6858389465797851
133,correlation_60pct,80.25,0.38,0.5430466142582506
134,accuracy_80pct,93.0,0.86,0.7917586961489109
134,accuracy_70pct,94.0,0.82,0.8327100838224203
134,accuracy_60pct,89.75,0.73,0.7051114142001504
134,correlation_70pct,80.0,0.38,0.5636909593754581
134,correlation_60pct,76.0,0.27,0.430129478710373
135,accuracy_80pct,94.0,0.87,0.8034019718529143
135,accuracy_70pct,93.0,0.83,0.8082069090849415
135,accuracy_60pct,87.0,0.67,0.6572826134975899
135,correlation_70pct,83.5,0.46,0.6459180629614196
135,correlation_60pct,77.0,0.3,0.5522768961412788
136,accuracy_80pct,94.0,0.86,0.8391776549052461
136,accuracy_70pct,91.0,0.79,0.7669188559191638
136,accuracy_60pct,86.75,0.68,0.6591762731484706
136,correlation_70pct,80.0,0.34,0.6673552106749843
136,correlation_60pct,79.25,0.38,0.5564966181568152
137,accuracy_80pct,93.75,0.87,0.7764381944085555
137,accuracy_70pct,90.25,0.74,0.7469760337126117
137,accuracy_60pct,88.75,0.74,0.6379912389998391
137,correlation_70pct,82.25,0.4,0.6334449767575826
137,correlation_60pct,81.75,0.43,0.6612480048060464
138,accuracy_80pct,93.25,0.85,0.7815143374783858
138,accuracy_70pct,91.0,0.8,0.7122437723763452
138,accuracy_60pct,86.75,0.7,0.5421316724108961
138,correlation_70pct,79.75,0.28,0.6401844205070456
138,correlation_60pct,82.0,0.44,0.5719931460589495
139,accuracy_80pct,93.75,0.83,0.8186394918863162
139,accuracy_70pct,90.25,0.78,0.6697506697394631
139,accuracy_60pct,86.75,0.7,0.6078425359645837
139,correlation_70pct,80.75,0.35,0.6635197163595777
139,correlation_60pct,79.75,0.42,0.5484190895028266
140,accuracy_80pct,93.25,0.86,0.7725431593876013
140,accuracy_70pct,88.25,0.75,0.6560822050276355
140,accuracy_60pct,86.25,0.7,0.6153715148243292
140,correlation_70pct,79.5,0.34,0.5839801805568997
140,correlation_60pct,81.5,0.43,0.6448535488008397
141,accuracy_80pct,93.25,0.87,0.7608057583130514
141,accuracy_70pct,91.75,0.76,0.7820048979357973
141,accuracy_60pct,88.5,0.69,0.6665361368052654
141,correlation_70pct,81.75,0.42,0.5628253696490734
141,correlation_60pct,78.0,0.31,0.46354814395079225
142,accuracy_80pct,92.75,0.86,0.7408977547440488
142,accuracy_70pct,89.0,0.76,0.6329075682368251
142,accuracy_60pct,89.5,0.69,0.7341425596683097
142,correlation_70pct,81.25,0.39,0.5755503077372703
142,correlation_60pct,81.75,0.44,0.6571457899988989
143,accuracy_80pct,94.0,0.84,0.8641147943162181
143,accuracy_70pct,89.0,0.79,0.6448388988701514
143,accuracy_60pct,84.5,0.66,0.5712085293581145
143,correlation_70pct,81.25,0.41,0.6360495049274691
143,correlation_60pct,77.75,0.41,0.4377664106430055
144,accuracy_80pct,91.0,0.82,0.716080297232243
144,accuracy_70pct,89.5,0.76,0.6711864937085714
144,accuracy_60pct,85.75,0.66,0.5557741392739276
144,correlation_70pct,85.75,0.53,0.6915572907757147
144,correlation_60pct,80.5,0.34,0.6074906931889114
145,accuracy_80pct,91.75,0.82,0.7181273893707261
145,accuracy_70pct,89.0,0.74,0.6733235541974885
145,accuracy_60pct,89.5,0.71,0.6751150629554692
145,correlation_70pct,84.0,0.44,0.7103155485930454
145,correlation_60pct,80.0,0.37,0.4820472311858051
146,accuracy_80pct,94.25,0.86,0.7843889639242331
146,accuracy_70pct,89.75,0.78,0.6456991062606909
146,accuracy_60pct,88.5,0.72,0.5909843913481706
146,correlation_70pct,83.25,0.42,0.6484338943147796
146,correlation_60pct,78.25,0.31,0.5655918222107073
147,accuracy_80pct,92.75,0.84,0.8115895318011735
147,accuracy_70pct,88.5,0.73,0.6514244891162159
147,accuracy_60pct,85.75,0.67,0.5804424792889019
147,correlation_70pct,82.25,0.46,0.6641462525284095
147,correlation_60pct,84.0,0.5,0.6611905637956234
148,accuracy_80pct,93.0,0.84,0.765947396648371
148,accuracy_70pct,89.0,0.77,0.6351529793099322
148,accuracy_60pct,88.0,0.7,0.6117933342581953
148,correlation_70pct,78.25,0.3,0.55010974427862
148,correlation_60pct,78.25,0.39,0.4696453305613816
149,accuracy_80pct,93.75,0.86,0.8050346271049438
149,accuracy_70pct,90.25,0.78,0.6741096937863985
149,accuracy_60pct,88.0,0.72,0.6125679282039502
149,correlation_70pct,82.5,0.42,0.6578470750751564
149,correlation_60pct,81.25,0.44,0.6318388106609153
150,accuracy_80pct,93.25,0.83,0.8177659776574198
150,accuracy_70pct,89.25,0.78,0.6557696358323932
150,accuracy_60pct,85.75,0.67,0.598260427669569
150,correlation_70pct,81.25,0.42,0.5651054448272173
150,correlation_60pct,79.25,0.33,0.5496715521568257
151,accuracy_80pct,96.0,0.88,0.8913576696728862
151,accuracy_70pct,92.0,0.78,0.7330906951055204
151,accuracy_60pct,87.5,0.67,0.5957768365123942
151,correlation_70pct,83.75,0.46,0.6343498943274379
151,correlation_60pct,81.75,0.42,0.5211930913017433
152,accuracy_80pct,93.5,0.87,0.7605933128762501
152,accuracy_70pct,88.25,0.74,0.6192131502245714
152,accuracy_60pct,87.75,0.72,0.6227308038743797
152,correlation_70pct,83.5,0.44,0.7179566952173887
152,correlation_60pct,78.75,0.35,0.5235559361611006
153,accuracy_80pct,94.25,0.85,0.8544704713306045
153,accuracy_70pct,91.5,0.79,0.7685722613370954
153,accuracy_60pct,85.5,0.65,0.6386261343240449
153,correlation_70pct,79.75,0.37,0.5048510056043546
153,correlation_60pct,76.0,0.25,0.43716636553762905
154,accuracy_80pct,93.5,0.84,0.8219578793438495
154,accuracy_70pct,88.75,0.76,0.6574037705794535
154,accuracy_60pct,84.75,0.67,0.5256474180050661
154,correlation_70pct,86.0,0.53,0.699831586302394
154,correlation_60pct,79.25,0.38,0.5139464456600491
155,accuracy_80pct,91.25,0.83,0.767349260505728
155,accuracy_70pct,87.5,0.73,0.6863532372606468
155,accuracy_60pct,84.0,0.69,0.5534205515726996
155,correlation_70pct,81.5,0.43,0.6663145707851436
155,correlation_60pct,77.0,0.31,0.6201031305695519
156,accuracy_80pct,93.0,0.87,0.6728089233347093
156,accuracy_70pct,88.0,0.75,0.5613048782838207
156,accuracy_60pct,88.5,0.72,0.5938805673231787
156,correlation_70pct,81.25,0.37,0.5049056530491598
156,correlation_60pct,79.75,0.37,0.4319463377158566
157,accuracy_80pct,90.75,0.86,0.6560060281322965
157,accuracy_70pct,90.0,0.76,0.7341575225855778
157,accuracy_60pct,90.0,0.76,0.6958164028865202
157,correlation_70pct,80.5,0.43,0.5504505277287263
157,correlation_60pct,78.0,0.37,0.49518866374945314
158,accuracy_80pct,92.75,0.85,0.7381718603074992
158,accuracy_70pct,92.25,0.78,0.7948048873960999
158,accuracy_60pct,88.75,0.71,0.6645389256198416
158,correlation_70pct,82.75,0.41,0.6019528700273729
158,correlation_60pct,78.25,0.36,0.49797060724613607
159,accuracy_80pct,94.75,0.88,0.7804827239885698
159,accuracy_70pct,91.25,0.75,0.7248681577066253
159,accuracy_60pct,85.5,0.66,0.4685614172427093
159,correlation_70pct,85.0,0.49,0.7242903757250421
159,correlation_60pct,77.5,0.32,0.41098648714113317
160,accuracy_80pct,94.0,0.87,0.7989837278047032
160,accuracy_70pct,89.5,0.78,0.6425078555171464
160,accuracy_60pct,87.5,0.67,0.6517193350215696
160,correlation_70pct,79.5,0.36,0.5792037063302657
160,correlation_60pct,76.75,0.34,0.45062839740566624
161,accuracy_80pct,93.75,0.84,0.8009254727707698
161,accuracy_70pct,89.25,0.76,0.6096560569128863
161,accuracy_60pct,87.0,0.68,0.5784752598339591
161,correlation_70pct,82.75,0.41,0.5794267832271954
161,correlation_60pct,81.5,0.4,0.6072436676623171
162,accuracy_80pct,95.0,0.86,0.8767941113631421
162,accuracy_70pct,90.25,0.75,0.671533336266154
162,accuracy_60pct,86.5,0.7,0.5207306089461787
162,correlation_70pct,85.0,0.48,0.6726794930277536
162,correlation_60pct,78.25,0.3,0.4325380267301448
163,accuracy_80pct,95.25,0.87,0.8607708957850045
163,accuracy_70pct,90.5,0.76,0.715545216960747
163,accuracy_60pct,87.5,0.72,0.6019522939470603
163,correlation_70pct,85.25,0.53,0.6595976243703322
163,correlation_60pct,78.25,0.38,0.4897540956409469
164,accuracy_80pct,92.75,0.84,0.7935934194374006
164,accuracy_70pct,92.25,0.79,0.7912806619343578
164,accuracy_60pct,88.25,0.65,0.7478204045458613
164,correlation_70pct,83.0,0.48,0.6590819725740106
164,correlation_60pct,77.75,0.34,0.52811785563845
165,accuracy_80pct,94.0,0.86,0.8354446810597299
165,accuracy_70pct,89.5,0.78,0.6218176775848963
165,accuracy_60pct,86.0,0.67,0.5932370276615654
165,correlation_70pct,82.25,0.45,0.6394352789249086
165,correlation_60pct,80.5,0.42,0.5559099659340555
166,accuracy_80pct,94.5,0.86,0.8600570458786928
166,accuracy_70pct,87.0,0.76,0.5822668568985284
166,accuracy_60pct,86.0,0.69,0.5512171575564867
166,correlation_70pct,81.0,0.38,0.6097881449804207
166,correlation_60pct,80.5,0.44,0.5385606704195443
167,accuracy_80pct,93.25,0.83,0.8420782307943112
167,accuracy_70pct,89.5,0.78,0.7048194512841605
167,accuracy_60pct,86.0,0.67,0.5948474673773663
167,correlation_70pct,79.75,0.35,0.6361695716460211
167,correlation_60pct,76.5,0.28,0.4939239557615773
168,accuracy_80pct,93.5,0.85,0.8119219258023278
168,accuracy_70pct,87.25,0.74,0.5983616237068862
168,accuracy_60pct,87.75,0.7,0.6915040172053796
168,correlation_70pct,79.5,0.41,0.5620118660426762
168,correlation_60pct,74.75,0.31,0.38854508793334575
169,accuracy_80pct,92.25,0.82,0.7377508343377615
169,accuracy_70pct,90.5,0.75,0.6871750626980302
169,accuracy_60pct,85.75,0.68,0.5851612962950977
169,correlation_70pct,82.25,0.41,0.6548030923977826
169,correlation_60pct,78.5,0.36,0.4875398486413179
170,accuracy_80pct,94.5,0.86,0.8718657428817941
170,accuracy_70pct,89.0,0.74,0.6723146008217441
170,accuracy_60pct,88.25,0.67,0.7072997349788213
170,correlation_70pct,84.0,0.48,0.6779283663903204
170,correlation_60pct,77.5,0.34,0.5340814851393108
171,accuracy_80pct,91.25,0.83,0.6583163534015025
171,accuracy_70pct,90.75,0.8,0.7070217283840933
171,accuracy_60pct,89.25,0.68,0.7251205412077975
171,correlation_70pct,83.0,0.41,0.6715798287713305
171,correlation_60pct,75.25,0.28,0.309130437763776
172,accuracy_80pct,94.5,0.88,0.7958496550330372
172,accuracy_70pct,91.75,0.79,0.725715925230888
172,accuracy_60pct,89.0,0.7,0.6701863511278118
172,correlation_70pct,85.75,0.53,0.709538903847958
172,correlation_60pct,80.0,0.38,0.4794925556463939
173,accuracy_80pct,92.25,0.82,0.7945161058471495
173,accuracy_70pct,86.75,0.74,0.5805896602306608
173,accuracy_60pct,86.25,0.68,0.6249953401677425
173,correlation_70pct,77.75,0.36,0.5175829874236209
173,correlation_60pct,77.0,0.34,0.5359686746451788
174,accuracy_80pct,93.75,0.83,0.850850718852538
174,accuracy_70pct,86.75,0.74,0.5651641190029875
174,accuracy_60pct,89.25,0.76,0.6822234443299132
174,correlation_70pct,82.5,0.39,0.6876615303291717
174,correlation_60pct,76.75,0.28,0.5342775442904424
175,accuracy_80pct,92.25,0.81,0.7435091128409878
175,accuracy_70pct,92.5,0.83,0.7147957076473659
175,accuracy_60pct,87.5,0.73,0.5611092169657165
175,correlation_70pct,82.0,0.41,0.6546372442641046
175,correlation_60pct,77.5,0.29,0.49337521101320775
176,accuracy_80pct,94.25,0.88,0.8028395820358316
176,accuracy_70pct,92.0,0.79,0.7954696481417246
176,accuracy_60pct,87.0,0.71,0.5943876006201195
176,correlation_70pct,81.5,0.43,0.5972350073572631
176,correlation_60pct,77.25,0.34,0.4978139283586757
177,accuracy_80pct,93.5,0.84,0.8312087784914997
177,accuracy_70pct,89.0,0.78,0.6428628856977141
177,accuracy_60pct,87.5,0.7,0.603243633524503
177,correlation_70pct,77.5,0.27,0.5316290827977967
177,correlation_60pct,77.75,0.35,0.5012207819405193
178,accuracy_80pct,93.5,0.84,0.7947789271799023
178,accuracy_70pct,89.75,0.77,0.6884776767064921
178,accuracy_60pct,88.0,0.66,0.6992988896557897
178,correlation_70pct,78.75,0.33,0.5532942207482708
178,correlation_60pct,79.5,0.33,0.5901864506166329
179,accuracy_80pct,93.75,0.86,0.7841264818676567
179,accuracy_70pct,94.0,0.83,0.8120073291404825
179,accuracy_60pct,87.25,0.67,0.625355084346868
179,correlation_70pct,84.0,0.43,0.6974907153430853
179,correlation_60pct,82.5,0.44,0.562582414897691
180,accuracy_80pct,94.75,0.86,0.8130639834224105
180,accuracy_70pct,92.5,0.82,0.6740901214870132
180,accuracy_60pct,86.25,0.7,0.45707457551818903
180,correlation_70pct,83.25,0.41,0.613428407336707
180,correlation_60pct,80.25,0.37,0.4727619514880848
181,accuracy_80pct,94.75,0.84,0.8663887809705135
181,accuracy_70pct,91.0,0.79,0.7024241692216721
181,accuracy_60pct,88.5,0.71,0.6880231284353976
181,correlation_70pct,81.75,0.38,0.6572332868079843
181,correlation_60pct,75.5,0.27,0.44583899461865856
182,accuracy_80pct,93.25,0.83,0.7490621926749294
182,accuracy_70pct,92.0,0.79,0.7313356135754705
182,accuracy_60pct,90.0,0.75,0.67057632368183
182,correlation_70pct,81.0,0.32,0.5693133541772484
182,correlation_60pct,82.5,0.46,0.5535860858133219
183,accuracy_80pct,93.5,0.84,0.8122707716165954
183,accuracy_70pct,92.75,0.8,0.8130825325884177
183,accuracy_60pct,86.25,0.7,0.5771392081215625
183,correlation_70pct,83.25,0.47,0.6599644060036509
